0,1,2,3,4,5
-2.3028831,0.5709574,0.048807524,4.8501267,3.3598983,0.33150807
-2.3005035,0.5915445,0.005959847,4.128998,3.162472,0.33853883
-2.3005557,0.56187826,0.99282616,4.9464564,3.522637,0.33136073
-2.2088625,0.568463,0.03020248,3.9810548,3.1528742,0.33215117
-1.7851999,0.6013444,0.054274406,4.06445,3.1484523,0.33304638
-1.8158541,0.6007115,0.054328386,4.07282,3.1488354,0.3338239
-1.9206808,0.5656851,0.025707513,3.9857032,3.1488373,0.31571323
-2.3782394,0.5753769,0.050330725,3.958824,3.194504,0.3456986
-2.3041952,0.56932634,0.049818177,4.914107,3.3178244,0.3313242
-2.3035667,0.56977475,0.048400734,4.8890657,3.3433144,0.33117822
-1.932402,0.5654463,0.02554788,3.985908,3.1481092,0.3154126
-1.6552424,0.5917655,0.05359057,3.8935626,3.1493785,0.32450855
-2.2186582,0.5702971,0.04020529,3.973887,3.1563656,0.3378371
-2.3033335,0.5715496,0.047980756,4.8409295,3.3691363,0.3319603
-2.3002262,0.56537837,0.8961211,3.9507315,3.528842,0.3518618
-2.300242,0.5616056,0.9943343,4.9494147,3.5296938,0.33416724
-2.2380106,0.5688676,0.03808215,3.9799628,3.1555007,0.33573174
-1.6499562,0.5900408,0.053546745,3.8831577,3.1490996,0.32295653
-2.3003707,0.60346675,0.91172546,4.2771864,3.5118911,0.3278197
-2.2256145,0.5687121,0.03935425,3.9749954,3.1563048,0.33621684
-1.8211164,0.60073614,0.054000698,4.075653,3.148819,0.33387932
-1.8161095,0.60081995,0.05440104,4.0760775,3.1488574,0.3337907
-1.7823946,0.6013616,0.054194417,4.063216,3.148579,0.33330545
-1.9436314,0.565619,0.025096957,3.9862432,3.1484625,0.31544003
-2.2994707,0.5651917,0.89612997,3.9498556,3.528206,0.3517215
-2.3005219,0.58780974,0.008616812,4.1058054,3.1591794,0.34067738
-2.3004074,0.6013786,0.47131097,4.2087574,3.3407373,0.33449742
-1.9316479,0.5651595,0.02544532,3.9856973,3.1479018,0.31524402
-2.2998974,0.56550604,0.89600843,3.9508007,3.5286484,0.35150036
-1.8118973,0.6007735,0.054288924,4.0725656,3.1487112,0.33373985
-2.2999508,0.5653942,0.8961778,3.9506574,3.5284011,0.35195765
-2.2377753,0.5678877,0.033050165,3.9728093,3.158079,0.3365821
-2.3037977,0.5701898,0.04709497,4.8742447,3.3453968,0.33131513
-2.0784717,0.5846865,0.054830138,4.0723157,3.1505694,0.34078038
-2.2938175,0.5954272,0.016621696,4.1850924,3.1604629,0.33536425
-2.301019,0.5889932,0.007436517,4.135444,3.156929,0.33795503
-2.3000963,0.56165206,0.99427515,4.9484553,3.5357282,0.33288532
-1.650025,0.5898454,0.053512134,3.8841543,3.1495273,0.32334208
-2.3814166,0.57543314,0.050863028,3.9589572,3.1948674,0.34640613
-2.3037598,0.57010067,0.048051413,4.88642,3.333004,0.33106703
-2.3035595,0.56925005,0.049582276,4.8979278,3.3236344,0.33111876
-2.3005507,0.5652218,0.89624,3.950105,3.5285347,0.35184908
-1.6495198,0.5896885,0.053632837,3.884708,3.1490865,0.3230444
-2.4074593,0.58614326,0.05430115,3.8653631,3.3073702,0.34841478
-2.3004744,0.6024974,0.9108652,4.2727976,3.5113678,0.32856992
-2.0540066,0.5648693,0.89519763,3.9392664,3.5075939,0.31983495
-2.0777888,0.58501834,0.05494935,4.074391,3.1502614,0.34020343
-2.0828729,0.58450323,0.055058695,4.072183,3.151023,0.34084538
-2.289536,0.5908677,0.023012226,4.1772523,3.162162,0.33514932
-2.2994542,0.6008803,0.89667326,4.1679363,3.5098624,0.33388135
-2.299944,0.5654297,0.8961889,3.9507234,3.5286453,0.3516871
-2.2935233,0.59126526,0.015403954,4.163828,3.1598709,0.33691588
-2.3005936,0.6016453,0.506471,4.2175007,3.3535109,0.3341418
-2.2998357,0.56172353,0.9945855,4.94984,3.535272,0.3335812
-2.0340319,0.5648076,0.895207,3.939408,3.5072868,0.3183445
-1.6610056,0.5927963,0.053602595,3.9082334,3.1496048,0.32575437
-2.1618006,0.5690942,0.039462313,3.9699712,3.1562166,0.33421925
-2.3007104,0.60132813,0.45783156,4.2171087,3.3327525,0.3339132
-2.3031588,0.5712451,0.04773677,4.8401475,3.360619,0.33128992
-2.2396297,0.56861824,0.037275236,3.9758403,3.15463,0.33693665
-2.3031855,0.5711472,0.04880672,4.8483753,3.3578072,0.33171788
-2.1244302,0.5644045,0.8954119,3.9397018,3.5082777,0.32874525
