0,1,2,3,4,5,6,7
0.50966835,0.5175575,0.3550029,0.24741888,0.49989447,0.0003188593,0.5011408,0.22392215
0.47701308,0.49280745,0.37055713,0.26313642,0.49994844,-8.055605e-05,0.4929769,0.29314578
0.54198027,0.55220747,0.32921138,0.30923155,0.49971902,0.000118396696,0.50156575,0.25790828
0.42562118,0.45322216,0.38478294,0.20688294,0.50010717,6.5078e-05,0.5001072,0.28640282
0.5827149,0.5818281,0.31992805,0.34130248,0.4996729,0.00026496235,0.4997824,0.22397776
0.4111526,0.44123575,0.39003813,0.19360624,0.50017154,2.0268213e-05,0.49872124,0.30292022
0.5058861,0.5301648,0.33145887,0.28841284,0.49978852,0.0001496549,0.510705,0.26483926
0.5091505,0.52958876,0.33720133,0.28672913,0.49976298,8.2225146e-05,0.5088944,0.2557338
0.41785932,0.4462412,0.38908553,0.20438896,0.50014025,-8.400169e-05,0.49615487,0.313958
0.48813534,0.5000472,0.3699338,0.25793448,0.49996614,0.00015753652,0.49787137,0.24556005
0.49848264,0.5076276,0.36088297,0.2375353,0.49992317,0.000317945,0.50052136,0.22618613
0.4284134,0.4533756,0.3892609,0.22428662,0.5000802,-0.00026802698,0.4911449,0.33035874
0.49224252,0.4989153,0.37020433,0.23073627,0.49992847,0.00030538716,0.49683613,0.22500093
0.49040562,0.50069237,0.35894722,0.22076619,0.49999142,0.0005767324,0.4997468,0.22296861
0.49399996,0.5011278,0.36511716,0.23307905,0.5000073,0.0005334511,0.49627063,0.2235931
0.5428241,0.54756516,0.3362715,0.28671247,0.49979815,0.00031649537,0.5016878,0.22358803
0.492835,0.49548665,0.37499577,0.2345286,0.5000116,0.0005106333,0.49075112,0.2232298
0.49429512,0.49997705,0.37084207,0.23311542,0.49994454,0.00033479853,0.49608403,0.2238502
0.48860317,0.4942041,0.375106,0.22440268,0.49994028,0.00030250644,0.4956829,0.22361654
0.45729777,0.4820642,0.36804748,0.25343803,0.49997866,-7.945571e-05,0.49765977,0.30646315
0.5114331,0.52074635,0.35359263,0.28581107,0.49993706,0.00029037762,0.49567282,0.25083366
0.5934937,0.5995852,0.2927219,0.33258313,0.4996123,0.00034769418,0.51083297,0.22137627
0.43447888,0.4561007,0.3880946,0.19560555,0.5001188,0.00021730803,0.4996471,0.2589167
0.44440773,0.4746848,0.36584052,0.23410578,0.49994892,-0.00030129572,0.49943945,0.3366903
0.51785195,0.52572703,0.34893477,0.25725988,0.4998761,0.00033062193,0.5021537,0.22422841
0.5087602,0.5128722,0.36404634,0.2516552,0.49990764,0.0003146925,0.496124,0.22403818
0.5683987,0.5560436,0.35092446,0.33036196,0.49968627,0.00028135147,0.48362014,0.22224563
0.47899053,0.49300075,0.37654287,0.29246536,0.49998426,-3.8814815e-05,0.48792014,0.29784048
0.471371,0.47001097,0.40411204,0.21948805,0.50002915,0.00030831416,0.48385525,0.2250559
0.4354249,0.46104673,0.38224557,0.22817053,0.5000831,-1.9394227e-05,0.4960801,0.3034127
0.52002984,0.52738625,0.34806228,0.2591502,0.4998584,0.00032006414,0.5018494,0.22393838
0.47199196,0.47246215,0.3948699,0.21506429,0.50007033,0.0005109276,0.48484862,0.22376925
0.44918302,0.47852534,0.36451814,0.2469158,0.49998075,-0.00027910224,0.49698684,0.34358752
0.53262,0.53335893,0.34937152,0.28143,0.49989504,0.0004766426,0.49382928,0.22301729
0.4981122,0.50903517,0.36393487,0.26849884,0.49992836,0.00016377153,0.4982247,0.24457066
0.44615316,0.4633147,0.39147976,0.23142822,0.5000817,-7.3292455e-07,0.491847,0.28092495
0.5180504,0.52013844,0.35798675,0.2576011,0.49984914,0.00032520687,0.494979,0.22320528
0.53227264,0.53931063,0.3393776,0.271036,0.49981624,0.00031420126,0.50342244,0.22317903
0.46947673,0.47765118,0.38424343,0.20348321,0.4999958,0.0003095541,0.49569196,0.22534263
0.5699759,0.5761237,0.31031078,0.3067318,0.49968094,0.00034516322,0.5077516,0.22145288
0.4580846,0.4624673,0.40907374,0.23910622,0.50008994,7.203251e-05,0.48284742,0.25558394
