0,1,2,3,4,5,6,7,8,9,10
0.28436747,432914.8,-2137060.2,-1355882.9,-312733.7,837828.9,348002.6,-1727238.6,515122.38,294013.28,0.4042969
-55869.727,-88896.65,470025.4,-183373.31,-467386.88,-10988.936,227992.39,-154607.97,191158.12,-162175.7,-2105762.0
1687496.6,-1680362.4,-246546.19,-1553768.2,259400.17,0.29192585,-934878.2,0.51189137,516076.12,972477.56,0.28952223
343153.22,-752616.06,-140700.38,-570787.56,286311.84,-428580.3,107872.77,-589456.4,-1415683.5,473426.44,0.3007283
598814.06,-687594.2,-572193.7,-486359.12,406320.25,-6235.0273,367859.72,23098.045,-1336697.9,0.1388917,-487406.25
-510266.9,-12495.788,-893394.0,909861.44,-1010596.6,0.13613471,937288.94,-519644.94,-866451.5,405171.03,-69305.31
-463833.03,444005.0,-917666.4,-401147.12,-122609.87,-879761.8,-461181.84,0.53191924,0.39168853,342491.16,-1334738.6
-466812.7,879480.1,-1342322.6,-711788.4,-661259.44,-520340.3,326253.3,104774.84,-151910.62,1211843.2,-1327470.5
-558203.7,42829.81,0.21087423,-939851.7,233288.67,-1464952.2,-1078438.4,-217376.97,-1359373.1,0.14390051,-587846.8
0.3669363,-417914.97,-1083189.4,-8966.046,277186.4,361549.34,104720.32,-405495.97,-643846.44,-1934816.2,-1737401.9
-623031.3,-1834934.9,-107411.65,-994612.9,-243963.69,-636879.1,0.09735687,644579.5,-1247706.4,-409177.5,-1188600.0
-362644.22,829737.2,-108733.22,-1970202.0,-1005648.06,-435279.78,-712290.56,0.4988778,1256154.9,349340.7,575357.9
-2066027.8,-313095.56,570395.06,-925810.44,-357725.34,-319297.12,-565964.1,1116071.2,-10903.97,-1168790.4,-2394862.8
51516.72,-107029.15,1159505.2,322126.9,546994.94,-1278204.8,-338015.0,930144.56,-153119.0,80257.484,-217001.08
0.41176578,0.2617341,273298.62,-1903859.5,-1447680.0,-982760.5,105879.39,0.56112003,0.34209928,-1020701.7,0.35351175
-843420.0,-118823.19,-559116.3,-366603.8,415381.9,1175589.8,0.05579028,5527.9243,-464449.4,-924829.4,-722654.44
937935.25,-777086.6,1015054.6,216350.12,-389546.12,-992579.5,-16598.994,-60409.562,-3122090.0,226927.42,-2178720.0
333387.53,-1050772.1,258447.42,-613749.56,-663414.5,458098.16,0.0606004,-585858.44,785976.7,-1114498.2,-1268267.2
17296.389,-1004492.4,-459862.3,-767414.7,-377909.44,-673040.44,75681.75,-876298.2,-652253.56,-115320.28,-1355841.2
-440308.28,0.30309585,-505738.16,-588210.06,495042.6,-195235.58,0.06177648,277473.4,-1149779.1,-1467423.1,-1644428.6
-1380971.4,-2276.3523,0.3005617,1434.953,0.1071564,-855755.4,113990.33,-1023550.6,-51205.547,-1331048.4,-1282446.2
-194299.48,0.30139527,-995031.75,-470104.28,0.09674579,-1074143.9,292574.1,122129.59,-1363989.0,332794.47,-401686.28
930617.56,513039.75,-1300559.0,-32173.928,172651.89,0.28918988,-741038.3,518146.34,-539810.0,429891.4,-397909.7
0.34391898,1929049.4,-1432423.4,-210172.45,-201776.84,828228.8,-849531.6,-934095.44,0.36815464,687047.0,0.30007067
182942.69,-673359.1,220761.66,707292.4,103599.9,-839824.9,110129.58,-1778274.9,-732459.25,0.137256,-704171.44
-583398.44,115050.21,-626192.0,-671713.2,501029.8,-1142443.9,-853701.25,1193345.2,-883498.0,199856.84,-1509388.2
1565958.6,-93316.47,-351479.12,-738327.44,0.09998287,0.12318273,248367.6,306574.25,-1764222.1,0.15678665,-1015481.1
-578783.0,695968.2,-1633766.8,-60640.29,357721.03,-744775.06,459637.12,0.45834818,170321.89,-235137.69,-790084.56
-78339.43,0.2700059,-1301376.2,90668.29,-193818.36,-308131.9,-2167636.8,-43638.168,-407077.72,-1599680.4,-163420.52
60810.29,1166459.2,-178365.61,251781.6,855033.4,797201.44,0.09207119,-368585.47,269946.28,-791624.0,-1885125.5
-467717.53,-754432.6,400729.56,-818351.0,-1070311.9,0.12387709,-1982789.5,-1200538.1,-295154.38,455659.03,-496030.06
595489.94,-148523.47,-506924.3,358573.25,0.102941,422599.8,-243177.2,475257.94,-465567.22,-29735.73,-759118.5
-520797.12,-864477.75,344643.16,-444905.34,-384210.06,170149.78,-507194.47,900655.44,-169240.2,0.16293286,-566435.6
1043012.9,-831422.75,-1518266.9,449543.5,0.11299166,-1446547.8,-81216.125,709156.9,-1063988.0,-39635.42,371635.47
0.3179625,-499884.78,230775.23,-749145.3,1008499.94,0.23275997,-897470.9,-659155.7,-1126676.9,-1448136.6,56107.86
2028689.6,-657161.3,291477.3,192125.52,752557.25,-47630.402,457522.84,-680793.25,-7095.44,0.13754262,-102515.375
-914817.44,878929.3,-722804.4,825525.94,0.11057158,430032.75,-776275.44,-842173.56,-298231.44,-512494.72,-721470.9
-1287272.6,-1375754.1,131225.92,-221972.08,190626.39,-421498.56,-1021481.94,-322743.88,-1008796.9,-354513.1,0.24435094
-22479.799,-217130.78,308314.75,0.057890594,-136579.1,0.111137666,-370378.16,607975.6,-692390.2,-656078.44,-843935.9
668107.2,-164793.1,-1554206.5,0.068389386,354795.97,-1642663.8,0.1520136,408053.03,219127.1,-1635534.6,-1151987.9
603895.3,918934.4,-1172046.0,-459600.03,0.10172327,-1744836.0,-276828.47,-792357.94,156595.69,75405.555,-109019.76
967348.44,1116587.4,-106435.62,-532826.7,-55558.26,-1102427.0,0.20608146,265518.03,-1778086.6,149525.03,27306.783
-1251868.6,-1032768.25,-697382.94,1590917.2,-1073025.2,-1155686.9,-793718.1,0.45657256,-1056600.6,-751717.9,-859898.6
-1366040.6,-1776565.8,-287881.4,828091.6,-214877.48,-2087590.9,-1685186.4,-1418447.5,-515957.62,0.15367746,-1497615.0
0.28110215,-1957519.2,-999703.1,383164.25,0.102594554,-1735283.8,103971.38,-748388.25,-1557534.5,-390376.3,609039.44
-226138.47,-966669.5,120285.47,456021.12,-346930.97,-1100641.6,44703.973,-1189919.4,-1045311.3,598515.94,-814060.9
0.42704874,0.22401476,-1453262.2,-1996038.2,0.13622388,-865103.06,-698667.2,0.5815596,0.23070255,-725902.25,0.3817615
-1621701.2,-231086.52,-372791.3,-581146.25,482134.03,309008.75,0.05214419,-491392.78,-47900.2,-1889948.9,-769359.6
-1825285.9,709829.6,-1351869.2,-392207.12,0.112087056,360878.97,702.94806,0.5026209,0.39654604,-410201.3,-1239425.6
149192.8,-373171.3,-493748.84,-293550.75,400894.38,-819344.25,105827.07,-1378123.2,209044.98,-1186561.2,-407711.94
474784.94,1913252.5,-1396288.6,-906554.4,570260.1,-1307486.9,-196464.89,-268200.53,-630863.6,201133.55,-490442.1
-1312705.6,-655725.0,141195.72,196671.75,-369361.75,-603796.9,-142318.33,-1371040.8,-1543649.5,0.13846225,-1241018.6
-782055.0,1052501.0,-1123058.5,-914213.6,-405090.06,-13037.171,46351.855,0.544825,0.35156512,-999779.0,-936540.56
74007.66,-283293.28,-1218341.0,126539.64,-278757.7,55879.906,-806112.8,-1064988.9,345374.3,-697334.4,-623676.1
-286630.4,-86757.61,-186967.28,-217659.17,-132750.67,900329.4,106151.0,-348536.34,-579153.4,62141.79,-1533301.8
999365.5,-1085378.0,415371.34,278191.84,-725952.56,-320157.38,-1556550.6,-336512.7,-233264.47,-598867.06,0.28996277
-740052.94,0.31186375,268253.88,-245760.27,535869.7,-2089443.1,1266084.8,0.5544834,-61725.812,-754812.25,438782.53
-536083.0,-371839.4,-1593619.0,-798896.7,352996.53,0.27063227,-1463822.4,-747010.9,0.40916497,-576586.2,259464.88
482001.22,-1940799.5,0.20977299,-54909.99,-5371.606,-1566839.1,151769.92,70634.97,-1156559.1,-135230.27,-1547209.4
0.30324763,-740872.06,1060341.8,313087.06,-212555.98,-900099.6,-747951.1,0.4919768,-855095.2,355163.06,1090356.0
-311562.94,-23685.379,391818.53,33289.586,-1090471.0,0.13635705,-123413.06,-61236.508,-547963.06,-944824.5,-957401.1
0.3930853,-702086.1,-1149142.4,127464.016,774068.9,0.20350099,-1060274.0,-873741.8,-662864.0,0.16208105,-96940.91
-1719885.8,381666.38,-797261.44,-22662.828,69811.08,709901.9,-254251.05,-340444.53,13059.677,-726168.4,20172.152
-523008.25,803956.06,-565454.2,14090.517,-466491.2,764214.6,-750319.56,-1515118.8,909281.25,-1905030.2,0.30677828
-582013.4,-1146045.0,358940.62,-639218.2,-1533856.2,-342191.88,-320524.97,182494.06,-1014486.1,167973.55,-3292166.5
-821397.0,-403563.38,-988451.25,-208343.34,594245.75,-892290.1,452452.78,72252.48,-1276443.8,0.13899511,-1477680.0
0.28823984,159811.88,1712788.0,-599812.44,59411.805,-1205365.1,-323088.34,0.5061994,-20822.514,1095735.9,-818860.8
-133743.0,533969.3,0.30368102,794981.3,740865.5,-22789.285,1182068.8,-183987.92,-146135.84,0.15806918,-1663204.2
-679908.44,-375449.94,-1153407.6,0.079745926,1073260.8,811733.9,190855.48,0.50667423,0.33274186,-1220840.2,-1472689.4
-1578478.9,-1150737.4,-1183765.8,227317.25,-1005665.75,-239310.28,380264.66,-99949.68,363628.0,-385494.53,-497727.47
-1260056.5,171917.89,-994603.6,0.07477136,2890.4045,750334.8,-417727.8,-398035.06,423549.25,-350196.22,-1326338.6
0.30493277,0.26543483,367176.4,-1480667.2,1363429.2,753899.44,-149228.73,624883.4,-438397.28,-93779.125,0.33498612
1289.3722,196270.14,-72029.38,-40248.848,149304.89,-663587.4,996571.9,-1062028.2,-406772.47,0.15222174,0.27232894
-2156954.2,9120.449,269727.66,190757.31,-547586.0,-2412679.0,-554611.2,-251676.3,-62432.21,859913.44,0.25373852
0.29960802,332763.6,386034.25,639004.2,-1091861.0,294100.62,648945.6,-1037718.9,4399.166,738135.0,-1504615.4
497862.78,693415.0,-644567.06,326503.75,-234492.39,-1788054.8,-2348783.5,961239.4,-1521391.6,-1920157.6,-766063.44
-1114377.9,-1027408.44,-845727.56,140286.11,-843351.75,-955796.4,584880.75,-962767.4,-531864.6,1678889.0,-36643.8
-1216067.4,-907452.4,1292976.1,-989840.5,-421170.72,128951.97,-754614.56,-1126060.0,450609.56,-1745234.0,-199159.61
-187884.1,-861088.7,1298254.0,0.06289277,732549.75,218582.84,-800167.7,169393.8,-234775.95,-620784.9,-1855866.5
-1285287.0,153246.42,69020.086,724022.0,-421543.4,463409.03,0.06048904,126947.19,-993625.0,-523703.38,527063.06
678002.44,674728.5,-495470.66,-1278527.6,79585.16,235162.92,-939611.7,663748.4,-142773.64,-331457.75,-314837.4
0.3225153,-2217469.5,888904.2,96718.625,-1543044.0,-610760.7,-353575.16,-1098088.8,0.39455387,-1239088.9,-394998.88
-669263.1,1318937.4,-166741.22,-193922.25,-1283868.5,82967.266,-124103.97,-28011.264,-892556.3,510029.16,-1311887.0
1099653.0,-1588430.9,-448341.84,123458.82,-527394.2,-289596.16,-60779.668,381110.2,587912.75,298578.28,-1003361.1
-322244.84,-89162.04,-479794.25,-345926.72,-66410.54,-98717.32,493274.56,-846832.3,381111.38,0.1658065,-1458643.9
-820545.8,-41595.09,-1229637.8,-1162059.5,-928819.06,-607596.7,-177158.97,-607685.2,106735.34,-778843.5,-1381598.4
28569.002,777794.25,-184696.77,-113421.234,18931.121,273.41888,-29712.854,615268.44,-50883.17,-130132.46,-1432253.8
-2094018.4,540969.94,-1684261.4,-19331.76,-1696858.2,-657340.06,-90502.7,0.56762046,-318285.88,-729261.7,-1347761.0
-942737.3,0.2885635,608280.0,0.07270758,-734637.25,-890033.5,-999176.1,-1295551.9,-987042.0,-167158.38,-422095.84
-493337.56,-809085.75,214928.94,938123.1,0.111166865,-2554865.5,0.22893153,-2151444.8,-1301849.6,-1231998.1,54897.285
-352712.28,944404.75,379978.2,-61791.07,261330.62,73537.26,331433.75,0.5016809,438190.3,-125476.41,-1335641.1
-992205.8,1126186.5,-866304.75,-149588.14,643562.94,-72490.945,0.05115064,1163120.1,915370.8,-1386560.8,-695286.0
1248743.1,-457016.1,-1309961.1,-49529.38,249006.25,0.26021296,-844427.4,435345.06,-820181.94,-434544.7,-1127519.4
1067991.6,0.31533396,-339413.62,-1213420.4,-21192.777,298594.8,0.14821014,704277.0,-358960.9,-4527.572,-565171.75
-876920.8,723233.9,-772044.3,-893923.56,-1074409.1,255531.64,1330047.0,22913.066,-214647.97,1224866.5,-1115756.6
0.33770978,-333728.03,-139345.31,430950.25,-284229.66,-716920.94,447203.7,0.48316815,-1161080.9,-856489.06,-285491.03
-631085.0,0.2982464,154249.33,582638.8,-224521.67,-835467.06,111003.66,224138.83,-1010185.25,-800660.9,0.26495874
-550488.44,-316478.75,418117.28,227126.73,94263.64,0.147849,-420288.03,-1397602.2,-264538.9,421470.1,-1900353.9
0.2857385,0.28433958,-271607.62,0.08418696,212258.02,-1270025.8,-76176.75,422146.66,-1288093.2,-1130418.0,0.24269322
74019.664,589431.06,0.24978197,101592.49,110911.82,-1045576.06,-228720.97,264206.4,-925633.1,-864555.25,-198343.23
694646.06,0.27589226,297216.53,-993618.0,636185.94,0.13640536,255397.5,0.48118553,91186.7,83820.555,-2425410.5
-198132.52,-633127.6,613467.1,444421.25,418693.84,-1766038.9,905132.06,-719614.44,268052.56,0.14054085,-1575504.4
0.2778424,-470146.16,402527.75,-97564.18,0.1076825,0.23288931,551539.94,615587.9,-219020.84,0.14343502,10882.693
226530.17,1321994.6,-215661.66,267952.6,-618551.6,-455008.22,-525082.0,-352301.53,0.38830683,-887087.5,-1072283.2
