0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-362116.94,-245602.9,-549186.0,-883672.1,-0.39340532,-0.39766365,-1821423.4,-1598739.6,-0.38388693,-0.37596187,-2849348.2,-944990.6,-522377.53,-1240068.0,-1810955.5,-688312.6,232169.83,-0.3970579
-0.42739335,-0.4371222,-765166.4,-0.3756797,-0.39051566,-852214.25,-0.43467256,-0.3867895,-0.44099838,-0.43060905,-0.4279718,850988.4,-0.37034303,-950868.06,-685196.56,-41915.824,-0.3749633,-0.3869961
-0.37604484,-835519.94,-0.4155077,49524.234,-0.36172235,-0.38497776,-0.4034168,-563508.5,-0.4363586,-0.44723693,-0.4331901,-0.4197296,-692727.56,-0.397495,-769716.3,-0.40049684,-0.42743593,-1101222.9
-0.3823832,-324451.2,-0.3684693,-1133256.8,-748834.2,-0.39802,-0.38563016,-0.38639617,-111182.64,177094.72,-1642641.8,-0.37145856,-1209771.8,114113.52,50240.71,-0.42346573,-949683.9,-0.32803223
-0.43544725,-0.4367275,-0.3985465,-0.40466833,-0.41758528,-0.39002803,-0.4392465,-0.4188194,-0.43173158,-0.40269282,-0.3984261,-437300.78,-0.40933758,-0.42659786,369014.62,-0.4010639,-0.42894647,-0.38486683
-736976.4,-1293534.9,-0.40162343,-694955.25,-0.42551354,-0.39566854,-0.37593365,-690651.8,139337.4,-0.40567428,-0.4212539,-0.41157705,-384419.34,-713349.7,-0.42953786,-0.38403663,-0.3870663,-0.39081842
-104905.83,-1507881.6,-2002536.6,-527339.3,-1173039.9,-0.38139996,-942018.8,-1374639.5,-0.3754478,-0.33589217,-268948.8,-0.40373755,-701403.06,-1492255.6,-0.3997315,-0.40125966,-0.39679834,-1248046.8
-456388.38,-0.37863857,-1068324.4,-0.39057758,-1056555.9,265149.84,-0.38708723,-943681.44,-0.43041027,885811.0,-0.3955005,-954868.4,-0.43684956,-1608124.4,-0.42222008,652818.25,-0.42693478,-0.41220772
-0.36144656,-987046.75,-759757.3,-1276410.8,-1059664.0,-0.37606502,-2829474.8,-580448.75,-0.37715667,-564766.1,-732506.4,-0.41856238,138462.81,-0.39362594,-0.43512502,-0.41471052,-517086.6,-0.40674457
-1509644.8,-1079496.6,-1372412.2,-1196404.1,-2326538.2,-0.39443785,-1883701.9,-0.4022302,-787633.1,-1629512.0,-0.4189699,-1198618.8,-1793798.2,-0.37411758,-0.3811235,-1229474.6,-868672.7,-1965936.9
-1625089.5,-409728.06,-0.34431508,-459017.62,-0.37879845,-1693151.0,-1100666.2,-0.35112536,-1345200.1,-1174222.6,-0.38105986,-0.38574243,-678394.5,-2570038.8,-351912.38,-0.38762423,-370272.62,-0.33903185
-0.39924088,-2669786.2,-1690106.1,-0.4019831,-0.3718818,-0.3539497,-526068.25,-0.40023035,-1416374.6,-475789.34,-1136046.8,-1535191.0,-1399344.2,-600646.94,-1031372.75,-452319.44,-827923.75,-0.40727147
-550445.4,-0.39951685,-0.38524473,-484677.94,-500998.4,-0.34411058,-982394.9,-0.3967679,-49048.7,-612947.2,-0.448684,-66548.234,-0.34944582,-0.38075387,-0.36725706,-0.40728605,-376943.06,-0.4242909
-0.41817683,-0.4385335,-0.38898417,-1574798.6,-0.40154532,-0.41485164,-0.42864117,-1242007.4,-45744.42,-0.40645942,-0.38894984,-805499.25,132258.4,-0.39473793,-0.43078834,495460.94,-701740.2,-577981.2
-1110076.0,-869710.9,-0.42553914,-0.41339925,-0.36720082,-1075810.5,-2879951.0,-973752.75,-0.39062938,-935119.0,-878165.56,-847887.3,-0.4025632,-0.37010524,-0.426173,-0.40338925,-141523.89,1487475.0
-0.35449558,-1824037.4,-802271.94,-1785704.0,-1056729.9,-0.36358103,-0.37050912,-796326.0,-1907032.6,-1623004.4,-0.4069819,76700.22,-898867.06,-1423734.9,-0.42345804,-652682.2,-320635.4,-0.35295737
-0.4257528,-0.39062223,-0.40490964,-0.4024462,-0.41499975,-0.38976735,-0.4180743,-899250.44,-0.37126908,-0.3926441,-0.39411637,-910358.3,-1333625.2,-0.42791915,-0.44098863,-0.38604206,-507373.75,-1131395.4
-0.42904523,-3114900.2,-0.43732452,-172747.34,-0.40354556,-1800299.9,-2214108.8,-0.38675606,-900657.7,-33038.676,-663266.2,-1251491.1,-805150.4,-1648612.4,159246.05,-0.41951242,-0.4392492,-0.36654612
-0.37235677,-0.39185536,-0.44503805,-0.40796074,-0.40109777,-560962.9,-1480421.8,-1127668.9,-100442.33,-817314.75,-0.38483986,-0.38106441,-349949.44,-0.36681566,-854216.2,-0.3682048,-217855.61,-307428.06
-227796.23,-0.3998946,-1774972.2,-0.40176743,940438.75,-0.4075528,-0.41855988,-0.4211395,-0.4319404,-0.42682382,-0.4169113,-0.40452355,-0.43912578,-0.4291503,-349742.78,-0.45294946,-0.43640703,258115.98
-386578.12,-79765.375,-0.42511302,-0.40375227,-1176802.6,-0.3786139,-0.3937017,-1108502.1,-121435.0,-0.37459156,-0.36735907,-790828.3,-0.35695913,-0.36465433,-0.4220072,-72552.5,-850269.44,-0.40109012
-998061.25,-0.36732993,-1415122.5,-0.31943882,-0.41180775,-2018052.2,-0.34804767,-1653111.9,-0.3846218,15163.756,-1130571.4,-0.33109197,-1881117.2,-0.38709173,255803.7,-875875.75,-1121202.6,-563854.7
-1084427.0,-0.44666615,-0.38012093,-0.39189586,-638120.06,-1197855.6,-0.4053832,-860218.7,-0.4007119,-0.3858963,-326424.5,-0.40411663,-0.3858113,-1125365.9,-0.41026527,-615600.4,-0.4544936,-1187479.0
-0.39059263,-1053563.8,-0.39554,-0.3904208,-0.37587008,-0.36179185,-903384.25,-2229910.8,-1040877.6,-75330.734,-0.39105618,-0.38209608,682525.7,-1401824.1,-2065066.5,481432.0,-852685.44,-0.34724057
-0.34936932,-0.3694724,-0.4329528,-1348158.0,-574923.0,-1841232.6,-0.42399055,-0.42836645,-721211.75,-0.41912434,-1370149.8,-1753258.1,-1287715.8,-0.391702,-0.40211257,-49942.03,-1898702.2,-0.41291845
-1176438.5,-0.38937765,-1468787.9,-0.38222796,-0.4015546,-469778.66,-1268566.9,-0.4071073,-1703318.1,-0.3894954,-717687.75,-2864338.8,-0.4220772,-0.39767188,-963646.9,-0.42076358,-0.41633192,-1243196.0
-0.38090715,-0.39897427,-0.41831243,-1413853.0,-0.41240004,-3002295.5,-1163009.1,-1546899.0,-0.3714191,-759008.94,80548.39,-0.36415502,-943444.56,-0.41766742,-353317.3,-1176730.4,243781.31,-942634.1
-2297892.2,-503546.66,-0.40800884,-0.34887227,-0.43511367,-990605.6,-0.41506857,-0.37064004,-0.38952518,-167464.38,-659748.9,-464932.1,16570.697,-0.37446886,-843846.94,-0.38999277,-0.40182978,-1163087.9
-0.38828102,-559629.0,-0.40510476,-934334.5,-581411.75,-0.4077206,-0.42296267,-0.40886003,-0.4266802,-0.41550162,-642835.4,-293202.16,-0.4234794,-0.41432318,-0.3720317,-806908.9,-0.42587584,-337475.6
-0.4247803,-785114.5,-0.41264495,-0.43334132,-1311741.1,-322799.06,-2941682.5,-0.41443473,-0.39559698,-0.33656484,-0.37938634,-0.4513118,-0.4417756,-453723.28,-887258.4,-567041.94,682484.2,-0.43016613
-806565.06,-0.4508613,-478743.84,-954251.9,-0.41624027,-0.37053096,-398367.56,-0.3989135,-0.38733798,-32338.77,527167.6,-0.37543958,-620529.6,-16475.541,-331571.53,-0.37182635,295010.47,-0.38730195
-0.4394704,-0.4687845,-0.43228877,-0.39244705,-0.41302603,-0.4174365,-1770448.2,-0.3759642,-0.38292548,-1191347.4,-833408.2,-0.39785844,-0.4151078,-0.3975828,298431.12,-264265.6,-1202867.6,1233103.1
-0.39871156,-0.41280448,-0.38709652,-1930849.5,-275254.53,-0.41230422,-687318.2,-842025.7,-650759.1,328405.94,-0.40993732,-0.40154114,-0.39958116,-359869.06,-943575.0,-650847.8,-0.37957346,-1041480.25
-1034816.7,-0.40787175,-1011898.6,-645524.75,-0.41422877,-0.41349337,-1804589.4,-0.41206083,-0.42268765,-1517816.8,-0.41540378,-583388.8,-1342071.9,-1286163.2,-0.4475275,-1318037.4,912534.06,-0.3887073
-595667.7,-0.36716795,-0.41576138,-1010355.94,-1627688.5,-2332274.0,-86636.42,-1136292.2,-1160183.9,-506788.3,-175127.39,-2046789.2,-1102540.2,-2306885.5,-0.42681038,-0.40877312,-0.34488064,-0.36455476
-0.36806247,-0.4177157,-0.40543818,-0.44002497,314142.94,-425550.7,-746513.5,-0.39931887,-279513.88,-0.445102,-542374.4,-2075696.2,-0.39779422,55080.75,-899930.75,543433.44,-0.37381038,-0.37895286
-906982.25,-0.4141629,-929319.44,-0.40521213,-913383.75,-422630.3,-0.4401932,-1101922.8,-626745.56,-51455.625,-0.3770812,-0.3756808,39685.86,-1030771.7,-0.3939825,-0.3882041,-0.4127641,-1414313.9
-0.39696681,-262451.12,-0.39215836,-0.40487948,-843673.25,-1348116.4,-0.3855804,-2145387.5,-0.4292387,-1462987.6,-0.36658475,-1633410.1,-0.3994694,-976246.3,-1475275.4,-2147275.0,-264925.7,-421619.06
-0.37411582,-0.37784383,-0.43373883,-0.38577852,-1338653.0,-763330.5,-638343.7,-0.42075104,-0.3889237,-0.38767365,-325342.12,-1777569.0,-235502.8,-0.41526133,-1433223.8,-0.39764798,-0.4384289,-0.40290233
120615.01,-0.41992226,-0.41945496,-1502075.5,-982899.7,-0.41541138,-765056.25,-0.4083536,-0.43534034,-0.35121804,-0.3945807,-548001.5,-389881.7,-0.41249573,-0.42185736,-508787.16,-0.4467336,-0.3654471
54809.883,-0.39672798,-0.40966076,-1136849.8,-0.40515965,-650366.56,-0.41144052,-0.44366392,-0.39721802,-0.39987022,-0.4167609,-1911974.6,1499444.8,-0.41369754,-0.42840028,159181.03,405025.6,-0.37333187
-332077.6,-727948.94,-1909373.1,-927360.7,-0.37154832,-0.4123703,-697142.6,-0.41250604,-1544465.5,-0.3670396,-700369.3,693653.06,-0.40317425,-156713.8,-0.3704426,-0.42143598,-652560.44,-134818.17
-952179.25,-0.41509,-0.3982252,-0.39479616,-0.39040697,-533155.94,-0.42619506,-931035.0,-0.37578464,-0.3759517,464112.72,-0.40899602,-769552.6,336379.56,-0.41061655,466937.66,-0.4316109,-704430.0
-978168.2,-916506.0,-0.40159625,-0.4146132,-0.38572496,-401207.97,-194675.06,-0.3929904,-0.35714674,-1874500.1,-2483461.8,-0.36963347,-917015.2,-738973.56,-0.43483934,-0.38506654,-0.3979745,247768.2
-1426240.4,-0.38635316,-1787910.8,-63080.164,-2117798.0,-0.4079917,-0.41573575,-1079087.9,-0.42333794,-0.3864761,18786.137,-0.4027944,-0.4061222,-0.40299255,-0.3816062,-0.38383797,-173173.8,-235387.19
-0.40262538,-820811.06,-579247.7,-1655800.8,-0.4220556,-2103638.0,-0.4133693,-1818626.5,-0.38154763,-1852107.0,-0.4199513,-2193551.2,-1206475.9,-2148174.0,-445544.12,-1139690.9,-1002598.06,-0.37321854
-920657.56,-485195.9,-0.42588404,-630197.25,-0.36137417,-0.40131775,-0.39907947,-322890.9,-0.401573,-394935.94,-1760077.8,-1209496.2,-0.35502082,-0.3930013,-0.3882521,-0.40609452,-1185989.6,-1399713.1
-0.399753,-0.4647457,-0.45061722,-0.39764407,-0.3891462,-0.3926383,-0.41383818,135561.84,-280389.56,-0.38158154,-0.36305052,-0.40332514,-0.38014078,753131.06,-0.40009728,-1187303.2,-0.41889134,1434071.0
-598850.44,-0.4537681,-1772679.4,-601057.7,-0.3909437,-2093912.1,-0.37757173,-0.39950064,-998136.3,-983291.3,-0.39969912,-1020651.5,-1173391.9,-625133.56,-1013992.3,-0.46542823,-1159801.5,-1263954.6
-0.40087652,-0.42977864,-0.43522814,-311297.8,-429568.94,-0.40536577,-778796.5,-0.37962627,-357857.38,-0.42329302,-0.4139529,-1529911.2,-0.3500118,-0.4102361,-821413.3,-0.3596963,305599.44,-0.42424703
-0.42288128,-0.4009053,-944693.06,-0.4190361,-1690182.5,-0.4013985,-0.37512216,-0.42814898,-1534231.8,-1862475.9,-54854.2,-0.4035386,-0.41455036,-0.39077923,-0.38989758,-0.39809084,-0.43003848,72134.0
-901083.5,-0.41822273,-0.43023115,-0.3894205,-0.37980166,-712199.5,-1854049.6,-2213227.0,72553.6,-794248.4,-0.38840252,-884178.9,-0.3945204,-73715.516,-0.38940468,-0.40375102,-0.3972719,-0.3720156
-886241.8,587322.2,-0.39145425,-725504.1,-0.40744552,-1028898.56,-0.3896859,-950580.7,-0.45222113,-1179931.5,-850805.3,-0.42773858,-727555.1,-0.42170328,-0.38325024,-657958.44,-0.39356732,-0.39842504
-421246.12,-0.3835603,-0.42084232,-0.41333553,-2096379.1,-0.37803936,-933425.56,98137.87,-0.37667695,-0.4189702,-0.3843496,664240.94,-1266004.0,-0.3819365,-0.38131434,-281981.62,148735.6,-0.39329627
-0.3797753,-681969.6,-1235680.9,-2064582.6,222374.97,-0.39882696,-1988992.5,-0.36308625,-1027068.7,-0.36769247,-2078051.1,-0.39879125,-1475316.0,-0.3930572,-644484.9,-504819.4,-13382.209,-0.4248073
-2012080.2,-827956.3,-2668987.8,-1793571.0,-2427684.8,-0.37326792,-945266.06,-0.3725234,-2306427.2,-1154628.9,-2012056.9,-0.36268842,-1479332.5,-952440.5,-1525061.9,-0.34594843,704471.1,-0.33556348
-0.41854054,-0.427632,-739878.75,-858651.8,-1354471.5,-865401.75,-0.36497524,-0.42331085,-0.44609097,-557143.8,-1392590.6,-1668205.2,-0.38332528,-0.38605884,-189944.25,-982692.4,-0.32923365,-0.39454633
970969.75,-0.38940814,-1218085.8,-0.42392403,-0.38634565,-0.40477923,-0.37461594,-1235736.8,-198251.22,1168942.5,-604051.0,-300279.8,-0.41895753,-0.38313162,-0.37462953,-1062037.0,-0.42180124,-304193.44
-0.38450134,-0.40702885,-0.4115317,-0.4080196,-1924985.9,-1348162.6,79925.984,-1817998.8,-389731.94,168473.8,-1096609.4,-0.3842606,-0.41295353,-0.38608515,-486632.5,-0.36355588,-0.38229612,-202840.22
-0.4188886,-275107.22,-0.39041346,-1045085.3,-1284932.8,-0.46422753,-0.4037746,-406032.78,-0.4319589,-756160.8,-0.3691285,-0.37573558,-1508185.9,-796938.1,-0.42035285,-567133.9,-301488.16,-1885858.1
-0.40653038,-980300.75,-2037688.9,-0.39426515,-2059846.4,-0.40926138,-0.40519866,-0.41048777,-664955.8,-1803531.4,-0.3783565,-0.4020524,298940.28,-0.40689385,465380.62,-331325.56,-0.3956614,-988233.25
-238537.77,-0.42917302,-997769.25,-0.43340495,-0.4023008,-0.40995008,-659631.56,-0.40758988,-494658.12,-0.4248731,-968962.4,-0.44525933,483224.1,-0.4002308,-0.41385308,-0.41359794,995736.06,-0.36587662
-0.4196859,-829008.75,-0.39257595,-0.37854877,-0.3863398,-833278.0,-0.41065115,-1109112.2,-0.4078627,-0.3811128,-0.4139377,-0.4356406,-0.402636,264349.9,-0.390506,409718.66,-97471.836,-0.38504267
-480025.25,-0.39533767,-0.41818324,-43709.59,-615958.94,-0.34877118,-0.4089406,-1334341.0,-0.39214316,-0.38536775,-1195639.6,-1444755.1,-0.40359792,-569948.6,-1398318.0,-145259.81,-481036.16,-1764271.4
-217418.17,-322530.72,27864.527,-1264380.1,-0.39428756,-0.45490164,-0.38407236,-0.37179098,-746781.25,-0.44300193,-514901.88,-0.4325538,-0.37860256,-330081.2,-0.4140471,-582503.75,-1981708.8,-0.35664392
-0.41657212,-0.40667653,-0.38395137,-1745508.2,-2095813.8,-0.40742743,-0.4218413,-0.37638,-437252.62,-877785.7,-0.38620725,-245783.02,-0.41305634,10442.825,-0.41578463,476949.62,-0.3691162,-914991.2
-0.38746533,-0.42535943,-1709780.4,1008885.5,-0.4100119,-812267.44,-1796164.6,-0.3761442,-1158541.6,-430653.94,-1052518.5,-0.40316424,-0.43939054,-757715.7,-0.40383673,-0.4216482,-456140.4,-1265496.8
-0.37604666,-434761.5,-0.42976898,-0.388137,-1803144.5,-717504.94,-0.37880203,-1479771.9,-0.3986914,-0.43035606,-0.40574133,-0.35057318,-0.4408207,-0.40852907,251193.84,-1999967.8,-292319.06,-144304.48
-0.3662396,-0.4158314,776822.94,-0.43710366,-0.3889144,-0.40308747,-0.41367185,-1559645.4,337260.8,177906.5,-1009524.94,-0.37981513,-0.3867602,-280032.25,-0.39843413,-0.41113198,-0.37003228,-0.40611926
-1110349.9,-1453633.2,-0.38299385,-2447261.2,-0.36483246,-1154150.1,-0.36337966,-1579306.0,-590602.9,-1413954.2,-1624900.2,-0.38042757,-2222364.5,-1403580.9,-0.370388,-140397.4,-362770.62,-0.38506806
-1779277.8,-1155501.1,-738553.1,-0.42789537,-0.42528126,-0.37354186,-678482.2,-1267686.2,-1074885.4,-756519.5,-2679087.0,-39668.48,-0.39042136,-1015069.56,-0.4117568,-1500745.1,-1409086.8,-0.3369082
-0.39804274,-0.4288238,-1028427.7,-0.4189043,-0.4146898,-0.43047228,-0.40341216,-1076750.1,-0.42549044,283864.4,-1109066.8,-0.40966916,-0.38744438,-0.37433836,-0.40318793,-991242.75,536007.6,-0.4087591
-0.38881743,-333507.56,-28021.951,-446366.5,-0.40517476,-1987012.8,-1358055.1,-1047373.1,-0.42233095,122422.15,-0.37762454,-1707565.5,-1014345.9,-0.36728498,-0.4183819,-324135.16,-0.35930842,-0.40046602
-0.38620657,-0.39571747,-985356.3,-33698.3,-640561.06,-372952.34,-0.4044142,-0.3934996,-0.44350508,-1300224.6,-0.39576194,-373258.72,-1960522.8,-0.4307186,-0.38445035,-0.41033396,-0.3464265,-0.3529651
-1494211.1,-0.39056188,-0.37307295,-560195.4,-1447945.1,-1388691.8,-485541.62,-1520934.6,-55227.434,-931823.1,-1033535.06,-0.3898596,-0.38292605,-0.37470526,-0.430394,-210503.94,-173353.8,-1242039.5
