0,1,2,3
630305.25,726768.3,1025384.25,486899.9
138886.84,-522203.78,965593.6,-444312.62
777616.06,419077.56,-374572.97,950884.94
-1364840.4,-24444.988,-614332.4,370514.44
259233.9,-534491.1,358900.25,134429.0
793826.44,1623341.2,840457.9,1245874.6
373689.72,1033668.1,1420308.8,-198994.77
324667.56,208349.89,59822.96,1474312.0
-339611.2,-1354624.5,797504.6,-582194.56
244136.67,-307854.84,-159759.73,-61952.15
92509.13,-634611.8,-456157.38,257472.66
613753.5,904067.94,415791.2,-212004.05
523397.72,-260854.06,998735.1,424645.56
1180513.5,342478.38,318697.88,308564.97
1313296.6,303269.28,-1051143.1,-89559.28
895179.75,1225621.2,508648.78,-178292.95
350199.28,1276488.8,577494.7,1188689.2
-160457.81,1651715.1,281925.22,1301463.1
-317987.03,-218664.14,-676858.3,-143004.88
329176.4,160393.88,1290953.9,805870.75
-197146.7,1081203.9,1132049.0,-2468.171
-577937.8,186594.69,-455627.8,-1078970.2
-142123.2,598475.06,882537.94,-365663.97
985779.1,1523922.1,583135.7,1805080.2
278756.88,724142.75,1200534.0,156072.45
395480.66,-228699.73,254116.62,616771.2
-415028.53,999901.94,329349.16,153715.16
-193381.14,925065.94,-341368.25,615854.9
543112.94,784571.94,-852369.8,1068573.9
902241.7,807222.06,872020.75,1661408.2
498022.88,-309779.16,588974.94,635698.8
606480.25,2040854.4,114319.83,-271037.66
-546928.44,257377.38,1322249.8,836487.5
1145590.4,-320775.66,910048.2,607382.94
-285454.53,256426.5,-111165.06,949067.2
178262.33,1279652.6,1032653.75,806875.9
350622.28,631642.1,1720278.0,240691.56
855950.75,-158921.03,510671.03,127858.734
24507.84,1072495.6,-110029.74,1299268.6
-320360.53,1359696.1,-425681.06,381212.3
1971426.0,540072.94,-510963.7,588606.94
-772959.3,237252.36,1269076.4,572736.6
601261.06,340451.6,-489459.34,811883.8
402581.34,723262.6,820092.4,161327.77
649654.6,1166551.2,169620.16,-729816.6
834165.75,434802.8,-428963.28,-451816.97
678849.6,1531931.5,1048093.8,-289272.03
607001.3,852592.44,44566.45,602424.2
363590.1,-232963.2,403418.16,173333.78
-1322987.4,-88748.65,466537.62,604935.4
-28920.525,-82102.555,142071.69,1574689.0
-513451.62,-835009.25,60953.793,551488.75
-191668.22,519645.97,-88742.38,999699.4
1090832.6,-196973.12,-339404.5,372193.3
-380208.75,250131.78,60450.09,1808530.6
189488.28,-1139648.8,-274170.47,294098.84
644896.0,1167791.6,293357.66,643477.25
790531.5,-130874.34,-1356690.0,2002099.1
-201220.3,1089690.5,622390.9,302635.84
723672.9,568583.44,-107189.88,1314947.9
77501.5,450344.06,174299.02,498016.9
836565.44,-818542.8,1011259.56,-308030.84
-97930.65,970008.5,1450487.4,1398863.5
2115670.5,796000.56,663445.0,2301439.2
-940084.2,-206246.6,1050485.1,68550.46
461990.06,-28851.56,346477.5,364818.62
-908263.6,-644248.44,796541.94,229405.38
585781.6,270776.6,-53360.383,-250514.58
70591.984,961708.9,-169766.39,320603.84
305234.62,-657513.44,-442759.78,609998.7
726724.1,629379.6,569234.1,433797.75
238111.95,776757.56,1039956.9,191186.33
-356713.28,846106.75,58956.453,-184731.61
-123021.49,920100.75,-508580.38,51144.09
444910.44,-728173.9,352585.6,-779284.56
512718.38,126478.57,-356029.75,-544756.6
62366.65,-378031.9,882199.1,-529439.8
446902.97,656010.0,1111120.6,779606.06
1263624.0,437551.25,121737.79,664352.1
-511.14175,-1057596.4,873318.2,-37361.35
644582.0,1416467.2,-1092573.6,-54709.83
568075.3,1170944.4,-321019.84,898089.25
-232274.97,-341932.47,265777.8,311580.06
-1344746.8,-352760.03,141911.0,-26574.42
535603.44,894962.3,-174087.06,-764601.94
-11163.388,308040.7,1525046.1,204612.16
1587735.4,-328015.03,-97213.664,-1255170.0
1221532.1,309496.5,215812.56,638474.75
25278.943,754619.7,1573359.4,1867056.6
210148.95,172323.53,441076.44,-183056.55
1144241.2,-512979.8,1215605.9,1628068.5
-294656.6,16867.275,-381761.2,441136.75
-33227.074,962221.56,180760.22,13438.404
789308.8,1833515.1,-281029.22,-256418.8
787273.8,-428188.6,-99712.914,643528.6
-128930.484,-137714.25,-424989.16,659432.06
-135611.12,972522.44,87075.99,688548.94
-76502.96,220383.1,-615080.7,-482248.97
-892998.8,74088.305,198962.25,116125.16
1618309.1,-704785.0,1037808.44,889142.75
-229837.97,-368791.66,-40280.332,161424.03
765396.0,117934.41,1294215.8,-27.57295
348617.62,-658578.0,173238.53,156449.47
43154.082,-59470.65,340908.47,-263049.47
-790364.94,725774.8,-179455.58,-694102.06
-893704.8,578578.25,-23066.633,1108032.4
865098.4,-367232.22,1386597.5,337835.4
960962.06,348387.56,524825.94,-565752.8
-48542.562,397764.0,-350545.94,-241588.56
438682.44,1352873.0,758659.1,347956.12
640494.06,869761.9,1008996.1,-206876.14
318647.47,-188295.47,872273.2,479898.3
376642.0,-551635.25,-121003.87,-795043.06
-397121.06,1225839.1,-491345.75,-682055.5
231521.11,-246464.34,1318142.5,-810847.75
487883.56,-171804.5,-413660.94,-716971.5
1216688.8,-31046.434,1108105.9,736543.44
224255.86,492966.66,940032.06,-510562.94
28387.48,120034.38,847803.4,2128859.2
71406.98,136788.23,641789.6,-374962.5
-1038172.7,-683609.44,363000.72,663758.2
1054266.0,320765.66,156608.86,512250.84
1367599.2,-260960.45,380240.3,-258477.55
-238176.27,2017080.4,-430692.03,-510739.0
615493.5,133247.81,666787.75,444685.06
-1243596.9,-183151.02,44490.285,967829.8
-424443.84,1167154.9,382109.53,823816.75
1803901.6,-269368.62,1713134.4,192892.72
398648.56,-284382.0,-123221.93,1578229.4
1089272.1,-912122.1,480484.28,438887.0
454570.34,355926.94,1472879.9,739559.56
723328.06,-196815.8,-78923.74,-590008.8
478712.94,1281203.4,540467.8,494857.3
706148.2,-77222.83,881789.3,612382.06
593343.06,550737.9,85091.88,29320.729
78835.68,1149383.8,-917078.6,160613.78
556594.75,874063.5,34992.406,559187.7
-17714.13,1260624.9,1912145.8,1208747.2
-54521.04,645631.0,-84256.24,-209458.39
-564138.2,920177.75,-63950.895,1003616.9
1449549.4,-107729.086,-549433.5,-408294.28
956426.44,239525.39,-217527.69,-664254.06
151709.75,-197264.5,-965894.2,-404224.06
53929.266,938122.94,584016.0,1847066.5
-507476.03,955618.7,621584.56,-458364.03
1191733.6,5903.6895,789617.25,931915.56
-1071479.2,492829.53,793817.9,698831.5
965142.94,601674.2,-257177.22,-307127.6
-448029.9,80808.484,-351003.28,-219273.78
103029.984,1054983.4,191868.31,1320005.1
866679.25,26585.645,-685903.94,-320729.4
526116.75,1163948.4,-103441.5,850133.0
39037.4,135653.84,-16707.617,-271080.78
-527829.7,364643.56,1246311.4,187746.08
1219303.1,1017523.4,1227858.1,-102425.19
1303469.8,-642178.56,1397589.8,323861.25
-182878.45,238169.78,243089.36,1398763.1
-58525.285,1633290.4,29637.004,-361498.94
1258952.5,732801.75,343593.25,-824945.75
427872.94,1076506.2,38390.75,750618.3
608193.06,1568054.4,-26494.387,37434.957
950053.6,604796.9,258791.1,1010382.9
-173263.97,468190.22,-1258141.2,159019.53
-25594.254,2200438.0,1008216.6,-337904.12
-331087.7,495606.53,55953.203,1652860.6
1476831.8,-273516.66,-1158154.2,983778.3
-1081612.6,-483431.4,518103.72,289955.4
-99625.55,775178.44,1239123.2,690206.2
818369.3,673736.25,381689.38,278484.03
64970.58,184763.67,-100318.195,163086.72
1803.3533,753078.75,233074.83,-983183.06
283266.5,593803.7,225380.66,739840.7
921279.2,1015915.44,-687650.0,-186313.84
347146.53,290362.8,477303.28,-385019.94
1789828.6,676660.4,-204164.22,-94561.35
182165.25,298521.2,484910.62,365804.66
-507980.34,1616806.4,1365242.6,983958.0
-370453.78,724380.2,1316816.2,1520555.6
-1309656.6,709652.7,-550090.6,1213153.9
735032.4,-7939.899,-398715.5,434348.88
587304.9,976634.3,950300.7,-460900.8
-200052.45,-850308.06,1317659.1,-1251726.8
2058107.1,393379.56,-724722.5,-540504.4
-261073.03,1696736.1,1151.5822,282073.38
-76536.83,-645651.7,-23655.34,1086720.9
138408.12,513779.53,312738.75,-96692.41
-533125.25,-308340.2,942464.4,800796.9
-399072.44,1724970.1,245645.11,-132402.77
1436523.6,285914.3,158259.97,328358.0
928298.3,551753.8,201828.38,1329063.8
