0,1,2,3,4,5,6,7
-107981.46,-221642.72,-0.40016225,-338244.38,-0.6723826,-0.5488509,198653.64,-0.37478927
-0.41573736,-0.39789864,-1176519.8,366172.06,-0.6700666,-0.548472,-0.44599366,-85742.53
-225592.53,-1181045.6,-714557.75,-645106.56,-0.6754352,-0.54927075,80879.71,-0.37651184
-0.41520852,-0.39326,628020.5,-973831.75,-0.6697665,-0.5482339,-0.44458425,816011.25
-1176309.8,-2201979.2,-1018.4835,-945065.1,-0.67605925,-0.5497335,-1070247.9,-0.3841862
-0.3930499,-1520172.9,-0.4024378,-0.45538622,116044.36,-0.5498697,-289854.22,-815604.1
-273424.75,-942757.06,-0.39973545,-238310.69,-0.67534786,-0.54892004,-449657.16,-503564.66
556206.2,-0.40931568,-2086095.5,-1026031.06,-0.67314845,-0.5504518,-0.44621944,-1047559.56
-628325.3,-0.3954268,-238226.52,358082.75,-0.6727521,-0.5501429,-0.44753528,622974.75
-1027702.3,-1040225.5,-1512972.0,-897247.4,-0.67309654,-0.5513617,-0.44791993,-0.3798329
-0.42385364,330311.7,-0.39546317,-869988.06,-0.66924566,-0.5474726,-1246788.6,-0.37467754
-0.39623946,-574725.8,-105697.31,-0.44734272,-0.6714086,-0.5473336,-391114.16,1206949.6
-0.40085652,-0.4015957,490109.3,-0.4438544,-0.6644896,-0.5460559,-0.44420552,-0.3800474
-1106907.4,-0.40109038,-0.3985299,-0.44890973,-0.6691375,18910.867,-1064779.0,-0.37799224
-0.38357234,-0.3983751,-1668587.4,482398.8,-0.66997737,-0.5478489,171304.97,-0.37912384
-136883.88,-0.39536375,-0.39466143,43379.61,-0.66703576,-0.54659337,-0.4452564,-0.37982714
-0.39053267,-678705.9,486632.0,189003.12,-0.67007303,-0.54817694,-0.44401616,-0.3787732
-1014996.56,-0.4076758,-942724.1,-0.44543165,-0.67161363,-0.5472109,249609.44,-31997.564
-408319.1,-0.41031262,946506.2,-0.45296076,-0.66921395,-0.54642904,-266943.88,-0.38024703
-0.38732898,257398.19,-892205.8,525833.2,-0.67507297,-0.5491865,-1238149.1,-346411.03
1094327.1,-398410.72,-0.39902043,-176087.45,-0.6700387,-0.5482167,-0.44437438,-0.37489545
172990.9,-252600.66,-0.39474893,48688.285,-0.6733243,-0.54829425,63551.574,-0.37264714
-0.40500414,-0.40466222,-681010.0,-1560517.8,-0.66956383,-0.54826826,-0.4449921,-1243136.0
-115481.74,688221.2,155118.56,-1238071.4,-0.67608535,-0.5514595,-0.4490803,-44112.684
-430608.94,-1138461.8,-0.39586282,-619350.44,-0.6730153,-0.5488417,-236991.06,-0.38234073
-915615.25,-858881.9,-590499.25,796752.06,-0.6733683,-0.54938555,-0.44217408,-0.3791662
-0.39475268,-293004.0,-0.39388564,539951.5,-0.66778773,-0.5462904,-0.44588208,-0.37748274
-900368.1,-0.40495616,-665110.4,1164175.4,-0.672761,-0.54913914,-0.44421977,-594213.4
-0.39844507,257750.52,-482933.56,-0.43983367,-0.66935027,-0.54737824,-1950112.1,-0.374487
-1414361.5,-0.39039734,-202867.42,-0.4518899,-0.6695446,-0.54769176,-0.4490795,708362.4
-761920.94,-407143.88,-717030.25,-0.445217,-0.6721169,-0.5483489,184543.25,-0.38106778
-0.40697375,153151.3,740198.25,577454.4,-0.6736266,469229.72,-0.4428965,-0.37634185
-0.38510522,-0.40236223,212426.2,-761046.44,-0.67296827,-0.54847497,-482549.56,-130668.02
-1710248.2,-1506736.8,121400.7,-437747.4,-0.67243075,-0.54966503,-0.44603842,-0.37645742
-573678.9,-0.4118703,-926495.2,-0.43999633,-0.66972405,-0.54785764,-0.44237873,-170419.03
-411139.25,-0.39907596,-175388.47,-326142.94,-0.672132,-0.5495659,-0.44994554,-820467.75
-0.4086111,-0.40242416,-0.40022025,-0.4499089,-0.6619159,-0.5445174,-0.44221509,-0.3719802
-263839.94,-1579271.6,-531821.5,-1711691.4,-0.67544425,-0.5502655,-1214427.0,-0.38122222
-0.39657223,-1212032.9,39797.598,-1397614.0,-807360.75,-0.5507325,-0.4472307,-0.3781465
896626.94,-209141.84,-0.39876577,-153201.62,-0.6726284,-0.5486428,108538.5,-0.38481057
-125303.29,428334.88,-1842214.5,-988337.44,-0.67925805,-0.5506227,-1559380.5,-202222.92
-0.4011828,-1312414.5,-0.39450312,-0.44096482,-0.6660042,-0.5453931,-562711.25,-0.3794648
-0.40899634,-0.4054301,-0.402611,-0.44786054,-0.6622678,-0.5444829,-0.4487582,-0.37049043
-0.41514885,-1093905.4,-957192.56,-0.4437163,-0.6692831,-0.5472066,-526467.56,-0.38162416
-0.4063294,-0.39371315,914759.75,1415676.1,-0.6679333,-0.54799014,-0.44734895,-0.3800536
681275.2,-1258514.2,-0.40562755,854505.94,-0.67506015,-0.55018,-1239401.8,-157701.98
-0.40143597,-0.40085816,-0.3870527,-650084.1,-0.66634554,-0.545819,-1155414.1,-0.37788358
-317245.88,-0.40191418,-0.39729103,-176354.08,-0.6724373,-0.5480614,-1131439.5,-60277.688
-933678.1,-115827.21,-737292.6,-0.441566,-0.6691839,-0.5472118,-0.44042358,-0.37809905
-0.40236998,-0.403389,-606761.2,-594389.56,-0.67055553,-0.54969573,-0.44829765,375142.0
-713291.6,-1142572.0,-0.38679776,-0.4489683,-0.66978055,-0.54715246,520547.12,-0.37821972
-0.39573988,-0.39775428,-0.3932779,-650520.75,-0.6699804,-0.54695326,-395309.94,-618413.0
-1309680.4,-183302.89,-0.39926845,-1370133.1,-0.6726865,-0.54912233,-0.4442771,327021.56
-0.39961743,-1888117.5,441041.66,-0.44460076,-0.6687626,-0.54709864,-0.4423557,-1291809.0
-0.4059288,-330196.62,-1155898.0,-0.44765896,-0.6692099,-0.54794604,-15449.068,-0.368154
235525.77,237320.92,-0.4105379,-0.44458228,-0.6755774,-1115981.2,73474.99,-47100.855
-0.3944482,-1254131.2,-1231979.5,-1623257.4,-0.67453915,-0.5496161,-1251852.4,-1470810.1
-627193.6,-0.39459348,-0.39126778,-1563491.2,-0.669314,-0.54659617,-1159133.6,-0.3768163
468073.38,-746537.0,-0.403143,-219276.94,-0.66975975,-0.5483574,-0.44555536,-0.3775723
-771209.5,-0.39185476,-8715.723,1242626.0,-0.6756482,-0.5493903,-176971.6,-873380.0
-1656369.9,-0.39031783,-374585.84,-28017.014,-0.6723899,-0.54812723,-734974.56,-0.37441012
697722.56,-0.3969129,-295794.0,-0.452391,-0.66698,-0.5471763,-0.44324523,-0.38152957
-0.39712596,-1174087.1,-146600.98,-208136.03,-0.671341,-0.5486433,-709608.2,-0.37608147
-0.39477947,-0.38770422,-351649.22,-0.4454372,-0.6667428,-1130237.9,-0.44181022,-0.38053992
-315962.2,-1152024.1,-0.39662975,-0.4501906,-0.6665172,-0.5467571,-0.44155195,-0.37417448
-0.39139524,-673025.25,-0.39807203,-0.44949,-0.6654938,-0.5445785,-763688.1,-0.37522537
-0.40174317,345436.4,-162696.25,-339262.56,-0.66983265,-0.5480507,-0.4452193,-0.37928155
-0.4017049,-578515.4,-707399.4,-0.44329128,-0.66615206,-0.5468992,-0.44291055,-0.37746024
-0.39104494,-0.39591634,-572391.0,-56974.094,-0.6699953,-0.54830706,-0.4461756,409096.75
-499928.38,-9867.755,-1095414.4,-982224.44,-0.6728801,-0.5509421,-0.44673562,-0.37985644
716294.7,-991858.4,-1422207.0,-1051694.6,-0.6746936,-0.5489544,-1001581.56,-0.37593043
-363949.94,-0.3964925,-1636380.1,-1067928.6,-0.6721146,-0.5482612,-436038.03,-0.37786382
