0,1,2,3,4,5,6,7,8,9,10
310407.6,195363.92,-959398.4,0.07304154,-149589.8,822579.0,123153.35,-1137418.1,1274612.5,454641.0,0.3037836
146953.23,840960.5,1180095.2,41365.832,-155215.42,-155284.5,223686.73,815733.06,1161472.1,54238.133,-1561960.4
2607559.5,-204914.72,-44225.16,0.11419585,0.12843256,995883.06,692009.5,1452866.5,1718127.5,2714073.2,138226.95
3458.8555,0.33011118,-294122.0,-459556.53,424907.7,-306927.44,-107848.64,218712.62,0.46231985,694125.3,1063874.0
816582.4,398095.84,-718297.06,-294936.62,703113.75,112679.625,376400.12,1164355.9,-118531.29,-599297.75,537543.7
862161.0,410645.03,-77939.71,1143100.0,-725717.7,241944.64,772919.4,1000804.2,-188738.45,759177.06,400429.5
-259871.77,270907.56,808739.1,-186615.12,105679.11,-714283.3,0.08557921,1327769.5,1739482.6,551313.0,-960388.4
-750364.5,521155.34,-633831.56,-501418.8,-376981.2,-611273.8,52773.594,-393353.47,890647.9,1401602.6,1239131.0
-451345.03,372646.7,47003.77,-837624.56,336997.16,0.19380812,-1068089.1,250053.16,0.47634074,-963967.8,901220.56
0.30576104,-896476.4,0.21467781,0.076096706,362206.3,177333.06,-153666.28,1565347.5,123439.875,0.16863538,-948391.9
-967145.2,-1609034.8,5081.194,-896195.94,-95987.99,-654308.94,-1214559.0,602637.4,-31948.63,0.15920812,0.3182226
610401.7,1296604.5,246354.48,-1768554.2,0.10046576,-510231.0,-884322.3,1092200.6,1861341.4,624991.1,995227.94
-871776.5,-865826.94,2070107.1,-834246.56,-252954.0,-437588.62,-873680.94,1536356.5,0.46559274,-672008.94,0.32831734
331298.0,294579.3,973176.25,532746.25,839846.8,-983424.75,-558674.8,1766713.4,651178.9,291966.03,672248.8
506164.4,91508.336,1942201.1,0.09890618,-1114541.1,-886080.44,50860.28,1366347.5,1276958.2,-297944.53,833294.75
-943313.1,-572517.6,182031.88,-244434.89,584106.8,1045262.6,1013892.44,727987.6,60271.086,0.14927298,96448.23
317204.22,73149.06,854994.56,304330.47,-210842.81,-725276.25,837378.9,-521501.1,-280020.84,462336.94,0.3117754
506615.38,0.37271944,99047.016,-487333.94,-510069.62,321624.06,-242898.98,447609.38,2050122.5,-850627.5,-569122.2
-191604.53,-260558.53,-657481.56,-626478.7,-113122.62,-770748.9,-223712.22,-799873.2,0.43576726,-6291.4434,450975.75
-505661.72,-222871.02,-537333.6,-434002.94,669039.3,-293203.72,306844.8,646619.56,0.46631253,-1260045.0,-88137.79
0.2842581,-413147.06,0.29659286,36104.645,478338.22,-536520.25,-95204.61,-553885.6,710534.75,0.16614611,0.2825123
-370308.72,-674234.4,-1057972.4,-245992.28,1103782.8,-871042.1,199529.86,1448060.1,800166.44,742197.9,404821.3
1315404.4,1238452.0,-640858.6,204183.17,458349.12,998919.25,596754.0,1476779.0,340083.75,751381.06,114505.1
