0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.23903288,-0.2506031,-175381.92,-0.23162128,-1050925.1,-424588.84,-0.2543895,-1120250.9,-1042277.3,142275.48,-2169797.5,251719.88,-0.26895446,106582.32,-1059551.8,-0.21671955,269948.1,-1693845.8
-928771.0,-3875845.5,-0.24647966,-1551539.6,-1320658.2,-0.22474705,-2501101.8,-2350812.2,-3074513.2,-1089411.6,-1847396.1,-1513274.2,-1119559.8,-3071854.2,-0.22528683,-2225609.8,-3439858.8,-1855354.8
-829568.4,-2243030.2,-1562395.1,-1155850.4,-1663988.6,-1133853.4,-2056517.4,-0.24039318,-2056093.5,-1290822.2,-2005570.5,-1035403.1,-0.27741066,-436994.84,-0.25252688,-2663644.2,-1779303.5,-0.21814473
-266659.53,-0.2360211,-346463.1,-0.2324528,-942647.56,-2297948.5,-915473.2,-1289974.4,-786181.94,-0.22980748,-0.24195455,-683013.44,-0.26288533,-621589.4,124119.4,-855053.25,-0.25188965,-891208.1
-3253452.2,-2833855.2,-3140526.5,-3848599.5,-3572468.0,-3363134.0,-4076369.0,-3896595.0,-1536552.2,-3055676.5,-2136708.8,-0.2336527,-3378562.8,-3244868.8,-3047737.2,-3225116.0,-2443927.8,-3246967.5
-0.18318985,-3107524.2,-2313269.5,-2429891.0,-3294487.8,-2449826.8,-857798.44,-0.22389074,-1336138.2,-3604753.5,-1163994.2,-3520247.2,-2408600.0,-0.23868047,-831310.8,-873732.06,-1462142.8,-752307.0
-497553.78,-0.2176288,-2064439.0,-0.23507588,-1529758.2,-86272.73,-0.23675093,-1777498.4,-394145.72,-371296.06,-0.23086923,-684425.06,-877611.56,-0.23484981,-729093.1,-851539.1,-40025.035,-0.21936189
-1089759.5,-1601212.2,-0.2296331,-189612.11,-3095325.5,-973148.2,-715560.7,-0.2556912,-2516510.8,-0.23593634,-620063.44,-1651336.0,-2122623.8,-2623285.5,-2536895.5,-0.2820581,-1413457.6,-1523719.2
-1564743.9,-937610.56,-0.2078284,-0.25058198,-0.2079817,-1459025.6,-0.2436961,-0.27456182,-1395535.1,-0.2416356,-289845.8,-1066294.4,-180096.1,-1283818.5,-485096.97,-178681.33,-836999.75,-1205288.4
-0.22247022,-0.23210973,-488731.4,-0.24263062,-0.23394412,-1981917.2,-0.22687483,-1322822.8,-0.25064072,-570986.75,-961867.3,-334120.6,-1258843.2,-543093.7,-842257.4,-0.23306176,-0.2412355,-1000620.94
-0.2303717,-0.26730466,-86643.93,-0.25625846,-1882190.2,-2246588.5,-1159298.9,-1584387.2,-1868813.0,-1042618.0,-1969230.1,-2318015.5,-845110.44,-2359328.0,-0.22551052,-282366.22,-0.2730926,-474567.38
-295195.5,-0.25515407,-1290879.9,-1106240.9,-1761870.0,-1765655.8,-638969.9,-2781287.5,-1400915.4,-680959.75,-0.23609854,-1330049.5,-1458350.1,-0.2482154,-1520975.6,-0.23578218,-0.2450465,146753.69
-3251325.5,-3811264.8,-3877225.8,-3913810.5,-3966124.8,-3087017.0,-4287984.0,-4171813.5,-3435380.0,-0.24100123,-4155412.0,-3379083.2,-2147735.2,-3315650.0,-2064840.8,-4875527.0,-3439320.0,-4073839.0
-2079158.1,-1319092.8,-1196352.2,-3967177.5,-2568595.8,-1950061.9,-1752423.1,-2998520.8,-2023501.5,-2036957.8,-2316191.2,-0.24622245,-1393659.0,-1309732.6,-1597074.0,-0.23392752,-2711814.5,-0.25309432
-0.2356549,-1319551.1,-1375553.4,-1743062.9,-1331413.9,-0.24833207,-0.2601987,-788268.3,-2110277.2,-901844.56,-1022363.9,-0.2631666,-138457.48,-1449914.5,-655219.25,-880556.56,-0.20234434,-0.21450552
-975610.8,-0.24955736,-190922.75,-0.23513779,-0.2683754,-2587200.8,-1490102.4,-1149761.5,-2175565.8,-1914419.8,-1276624.5,338691.72,-1326873.8,-0.23823246,-41959.87,-0.26422143,-881170.25,-763092.4
-2361496.2,-2273942.2,-2884469.2,-2878906.8,-2463233.5,-2022185.1,-2332024.0,-3683631.5,-2615977.5,-2335521.8,-1503122.1,-0.24885118,-3345827.8,-2949828.0,-2118653.8,-3437464.2,-2440103.0,-0.26367977
-244911.39,-0.244669,685265.6,-0.28579384,-1607773.8,-0.22539912,-0.254005,-150758.31,-0.23371196,-0.20335522,-0.26166102,-1144176.9,206233.94,-0.28199404,-0.24149856,465373.2,-116446.23,183436.1
