0,1,2,3
-1.6107386,-2.6353958,1254766.0,-0.49352682
-0.780455,-1.431998,-0.21481831,-0.42298135
-1.1617302,-2.1735408,-172484.23,-0.32654363
-0.98274785,-1.1415591,-0.23874143,-0.48687062
-0.49293914,-1.4203382,-0.21376093,-0.190526
-1.3827294,-2.4456291,142422.17,-0.50008476
941900.75,1722822.4,-0.5523222,-1.9590188
-0.6931134,-1.1075948,-0.30720633,-0.5473615
-0.59983426,-1.5046949,-0.19354402,-139140.48
-0.7134111,-1.2742661,-0.24019738,-0.29010266
-0.896777,442657.6,-0.4478985,-2.1068158
-0.6421472,-101813.98,-0.47434264,-1.9082664
-1.5919448,-2.6802716,1018079.4,-0.4288917
-0.766161,-1.6283722,-0.18190542,264482.72
-1.395287,2489450.8,-0.4559213,-2.8798718
-1.4627031,-2.2809248,790414.75,-0.43005508
-1.7968898,-2.8210864,1388113.8,-0.51346636
-0.78155804,-1.131978,-0.29215935,-0.2706896
-0.6686651,-1.2639682,-0.29521987,-0.34078312
-0.8333272,-1.120949,-0.32964492,-0.45439258
-0.8424462,-1.3474338,-0.2414385,-0.43906713
-1.0349146,-1.323688,-0.26044643,-0.33391666
-0.9250591,-1.2213751,-0.30798608,-0.5655003
-0.9332706,-1.9741967,1053677.9,110120.78
-1.2640908,-2.2853873,949412.06,-690427.25
-0.82713175,-1.2187803,-0.28834325,-0.61119777
-0.777748,1514172.8,-0.46664762,-1.684188
-0.8490966,-1.0847024,-0.26715538,-0.41401526
-1.1328577,-2.2257402,38006.56,-0.28828067
-0.70878696,-1.0571499,-0.30414698,-0.4556329
-0.7738865,-1.3440548,-0.25654122,-0.20024844
-0.78230757,-1.3320061,-0.27145135,-0.39857793
-0.7216003,-1.1750493,-0.3153756,-0.49281147
-1.7604166,-2.8539824,2248629.0,-0.62913775
-0.8129514,-1.6716301,-731126.94,-0.28878352
-0.74945223,-1.6005374,-0.21532416,1646880.4
-0.72915107,-0.76783085,-0.3345397,-0.7475054
-0.7797063,-1.2409744,-0.26792777,-0.468448
-213203.45,-70929.086,-0.5654494,-1.8342229
-0.8949676,390750.84,-0.39428768,-1.6824083
-0.80435497,-1.2406796,-0.2705299,-0.4425896
-1.717913,-2.89578,2084538.9,-0.7797578
-0.5504236,-1.6516258,-0.21800523,1272384.1
-0.73273605,-1.0973691,-0.2888053,-0.39973274
-0.95737123,-1.3495848,-0.24702455,-0.366943
-0.75181586,-1.1392239,-0.27170017,-0.34495822
-0.6582286,-1.5113338,-0.21080038,-395525.12
-0.63583845,-1.693526,-0.20234059,-394914.94
-0.72512436,-1.212394,-0.2737247,-0.5421075
-0.77471983,-1.7633566,72305.734,-776666.4
-0.91863036,-1.1824498,-0.2910433,-0.49205366
-1.423208,-2.467641,-672071.5,-640680.9
-0.8509532,-1.1882943,-0.2777354,-0.50513834
-0.8016125,-1.6907386,-0.19744924,-168279.4
-0.7490522,710437.1,-0.48065957,-1.963044
-1.5034145,-2.4334967,863628.9,-0.4509205
-0.8590404,-1.0044112,-0.27368787,-0.47667304
-0.77471066,-1.2083111,-0.26210952,-0.28663677
-1.9297153,-3.1609836,718859.75,-0.95842475
-0.7883846,-1.3536745,-0.25735882,-0.50764376
787210.4,1005785.3,-0.56707805,-2.0563593
-16556.744,19638.83,-0.5174643,-1.4680676
-0.9712,-2.094947,1228362.6,35494.47
-0.75746965,-1.4298524,-0.20448129,-0.30567396
-2.0699022,-3.2935524,2081836.4,-1.1841265
2216028.0,1079432.1,-0.5537337,-1.5355513
-0.87786347,-1.2449716,-0.28537527,-0.29711366
999959.44,-1.5193421,-0.22949716,-144358.77
-0.7779565,-1.2674489,-0.2782601,-0.6189053
-0.74852544,1324392.4,-0.43786824,-2.0414233
-0.82831985,2391035.2,-0.48397225,-2.429963
-0.6847632,-1.9478476,805029.56,-14199.362
-0.7285139,-1.1680903,-0.27827215,-0.4922077
1478161.5,1424943.2,-0.57746553,-2.0604107
-0.8277975,-297235.38,-0.4146619,-1.8313811
-0.7459083,-1.1057583,-0.25426272,-0.5511132
-0.9100004,732836.0,-0.46518436,-1.9835407
-0.79884565,-1.0719397,-0.31142953,-0.45595422
-0.7027471,-516587.16,-0.4501722,-2.067227
-0.6950774,-1.3277732,-0.2799702,-0.29469457
-0.83338594,-1.2609062,-0.25833064,-0.45978722
-0.83779365,-1.1335455,-0.28090736,-0.55541074
-1.5347009,-2.6525393,-156596.08,632538.3
715440.7,-1.3654801,-0.2480153,-124788.21
-0.98785955,-1.1295997,-0.28331462,-0.5797836
-1.2674941,1133668.1,-0.44151807,-2.6488824
507941.97,-0.68647796,-0.3582912,-0.38088772
-0.97807837,-1.1067123,-0.3000024,-0.44756836
-0.68674207,-1.3253374,-0.24927202,-0.26753768
-0.9563664,-1.3695201,-0.218416,-0.32628727
-0.5189239,904857.06,-0.44790587,-1.1947882
-0.77755797,-1.2874932,-0.2330225,-0.44853356
179795.75,-1.4393446,-0.27379137,-875373.1
-0.9466319,-1.1362703,-0.26461458,-0.37731516
-0.58977807,-1.2798035,-0.21678734,-0.5122185
490794.2,-1.3859477,-0.22350854,917903.5
-0.5396666,808135.25,-0.45966434,-2.095336
-0.7676204,-0.9626663,-0.30088663,-0.6219969
-0.91602683,-1.159137,-0.23770127,-0.2663388
-0.9467049,-1.1247756,-0.31134877,-0.50001675
-1.0026032,1669652.9,-0.44390008,-2.4619243
-0.82519186,-1.341283,-0.20572153,-0.40178525
-0.98915184,-0.9702438,-0.2585611,-0.6776049
-0.8215236,-1.2848865,-0.29063565,-0.30874178
-0.7684216,-0.9973927,-0.319926,-0.42711544
-0.6955681,-0.9535832,-0.32212186,-0.60766447
240483.23,-1.1498877,-0.31742746,-0.2459121
1293689.2,-1.2063524,-0.30131102,-0.29101497
-1.3038296,-2.2504404,358142.78,-602484.75
-0.7717395,-1.1258496,-0.28940356,-0.37488857
-0.9909968,-2.1454027,481120.06,-542544.5
-0.887539,-1.534845,-0.1905036,-0.4643911
-0.9380652,-1.778158,-318826.2,-0.38961852
-1.2703322,1770163.2,-0.42432195,-2.8242838
-0.7447893,-1.1192386,-0.31779623,-0.5063409
-0.7699051,-1.3133391,-0.23781303,-0.4324042
-0.7197947,-1.0430241,-0.30411533,-0.61899847
-0.9275918,-1.6080874,163161.08,-0.29366863
566504.94,-1.4468911,-0.27416685,1304216.0
-1.3172624,-2.3908396,926535.3,-181356.44
1613615.0,388507.34,-0.5535268,-1.1715
-0.42251447,676780.8,-0.4902408,-1.7276133
-2.0595126,-3.2570257,883919.6,-1.227254
-1.8604804,-2.93389,166628.03,-0.74080086
-0.64679617,-1.088178,-0.25409436,-0.2508422
-1.5692012,-2.5483775,-626366.5,-0.475693
115897.76,-1.4624196,-0.25538152,-68568.664
-0.64077157,-527511.4,-0.45368555,-1.6733859
-0.95345,-1.6744525,994620.5,-0.33886662
-1.3280852,-2.3350008,782380.7,-843524.8
-0.8368254,-1.80787,323094.88,-0.35276046
-1.2146817,-2.11487,-411529.7,-0.40727466
-0.79163563,-1.5500307,-0.21415289,451314.8
-1.6925349,-2.900649,1500195.5,-0.5771624
-0.97321016,-1.2307385,-0.25069937,-0.48662248
-257317.66,-1.3821303,-0.26159516,-42965.492
-1.1467599,-2.1369402,793038.5,-0.50616676
-1.0176117,-1.3114789,-0.26452664,-0.44484943
249455.0,706184.94,-0.5967664,-2.12394
-0.7154133,-1.2762929,-0.27983755,-0.45371836
-0.667027,233202.95,-0.4309779,-1.6037986
-261837.45,-1.3895923,-0.24153104,-257706.44
-0.6900129,-2072484.8,-0.4502883,-1.1192968
-517869.78,-1.1736834,-0.3126473,-0.120687835
-0.94523925,-1.3157403,-0.27414584,-0.41204917
-0.95435095,-1.3638105,-0.23657528,-0.4788321
-0.931962,-1.1469572,-0.28461924,-0.45818138
-1.9391177,-3.2191668,377933.12,-1.186049
-0.91362804,-1.1863359,-0.29330033,-0.42925227
-0.8933054,-1.7286363,-445724.94,-0.22811912
-0.88430405,-1.2177738,-0.25006756,-0.48517054
-1.1591136,381671.62,-0.41867146,-2.740559
-0.87952274,-1.8367527,324969.1,-0.45877662
-1.3560737,-2.5490923,-153548.0,203788.56
326101.34,-1.4527979,-0.2579041,1417664.2
-0.54443675,64743.086,-0.44629446,-1.4161619
864756.0,-1.250795,-0.28804958,-0.37748992
-0.6770673,-1.5492955,-0.20655395,507228.66
-0.75208676,-1.0370613,-0.3383118,-0.37988314
-1.0494049,-1.9095142,-927896.6,-0.4019008
-0.80321634,-1.1778276,-0.24798188,-0.4851606
-0.8032698,-1.4737374,-0.24327262,-0.37696412
-0.905305,-1.2293891,-0.21921593,-0.49539876
644892.4,1942692.0,-0.5758068,-2.5030017
72249.69,-0.8897134,-0.34321424,-0.29003322
-0.60904783,-1.0888757,-0.25139844,-0.43824273
-0.6626077,-1.1099792,-0.32877216,-0.2600351
-0.5231112,-1.3424352,-0.2570858,-0.48960054
-0.8421742,-640627.8,-0.44045728,-1.6718712
-202813.9,-1.1022987,-0.31253633,-0.19744134
-0.850831,1140670.4,-0.47941265,-2.030208
-0.5536406,-1.4518386,-0.2366275,-341398.97
620662.6,-1.4852614,-0.26744583,-1527764.0
-0.82430595,-1.054417,-0.29776245,-0.4247572
-0.72255296,-1.0203013,-0.2731885,-0.5435533
-0.50154245,-1.3032408,-0.31565276,-0.5177873
1799450.8,-1.2490971,-0.31050947,-0.41230905
328177.3,-1.1472173,-0.3178085,-0.32051045
-0.72007203,-1.2546133,-0.275808,-0.4313428
-0.84689975,-1.270507,-0.2107977,-0.44099447
-0.80562645,-1.2343906,-0.24685219,-0.50815064
-0.7749894,-1.24423,-0.23955211,-0.35009527
-0.7227586,-1.2203859,-0.28704137,-0.475756
542226.5,-1.2176032,-0.29586306,-0.40466154
-0.78551686,-0.98299706,-0.32761824,-0.4632714
-0.9559501,742213.1,-0.46059898,-2.407131
-1.0611143,-2.2002034,1849827.9,-0.15486895
-1.586611,-2.742779,121410.31,-0.43792385
-20087.922,507828.94,-0.52013,-1.247216
-1.3339449,-2.3877952,-748489.06,-0.2864486
-0.8814667,-1.2763689,-0.27631286,-0.55946815
-0.8863759,733667.2,-0.4277454,-1.965099
-1.3009748,-2.362401,472929.03,-0.40255037
-1.0962093,1408220.6,-0.47854853,-2.7792563
-1.0218543,-1.0756248,-0.28681225,-0.5283087
-0.99101454,295267.9,-0.43067044,-2.291596
-1.7474475,-2.906713,470562.75,-0.7008801
-1.3887377,-2.1824746,-695810.56,-0.26533568
-1.0574559,-1.902704,273214.3,133154.61
-0.900328,-1.2815801,-0.26036417,-0.32140002
-1.0219117,1200994.8,-0.3934037,-2.2064312
334151.72,-0.8994852,-0.34220064,-0.3222094
-0.8343607,-0.95483303,-0.3181679,-0.53109664
-0.72120893,-1.5508484,-0.21337277,-3670.4153
-0.69707835,-1.9459388,614590.7,-765137.06
-186327.69,483586.12,-0.54566133,-1.5678325
1452514.1,-1.4733133,-0.23720664,-6376.711
-0.7240877,-1.1658612,-0.27953297,-0.4124854
1632172.0,1174050.8,-0.53979415,-1.3281697
-1.1490486,1653416.5,-0.44624794,-2.3051686
-0.6748516,-272989.56,-0.42922813,-1.1011292
-0.59365386,-1.5312859,-0.21811604,428672.2
-0.8436709,568424.4,-0.44493276,-1.6809925
-1.0165182,-1.1164945,-0.29055008,-0.4561563
-0.9391999,-1.1332047,-0.28962317,-0.394857
-0.7782772,-1.1058552,-0.26156852,-0.40064192
-0.8712909,-1.3380358,-0.25416216,-0.3679037
-0.8285741,-1.133228,-0.30219942,-0.5591886
-1.50367,-2.4843514,636605.44,-0.37466335
-0.8317301,-1.2893094,-0.28624246,-0.49362868
571774.4,-1.371907,-0.2444673,104162.57
1028768.7,-1.4854934,-0.2269362,956545.7
-0.54938555,772146.4,-0.41688633,-1.1433775
-0.76187027,-1.291964,-0.26753402,-0.4635782
-0.8491177,-1.2519091,-0.2654966,-0.49713758
-0.8078395,-1.2365214,-0.24864353,-0.50644195
-0.6077118,-1.5546896,-0.18431468,-363920.5
216694.44,254526.4,-0.55754125,-1.8810072
-0.7427961,-1.2277607,-0.21607524,-0.47757047
-252185.06,-0.9914489,-0.29119542,-0.27284154
-0.6199125,-1266500.2,-0.44216424,-1.8274685
-1.3314015,-2.3916626,-184073.17,-0.3992481
-1.7817508,-2.7834456,697275.94,-0.6624074
-0.9336461,-1.0430532,-0.26960832,-0.45362684
-0.7644343,-844526.94,-0.4147159,-1.6124283
-0.7574763,-1.0775386,-0.2710206,-0.39645323
-0.65266544,-1.5920404,-0.22406797,250924.89
-0.9005146,-1.0783921,-0.2724823,-0.47489384
-0.8679299,-1.1438725,-0.2918596,-0.45201442
1601944.9,-913645.9,-0.5270515,-1.3184388
1221894.6,-1.284444,-0.29541382,-0.25112355
-0.98084,871341.3,-0.40857428,-2.0107982
-0.7912904,-1.2432452,-0.24490374,-0.5329389
-0.4455928,-1.6308438,-0.19250205,-380411.16
-0.5224085,-1.2267113,-0.28331056,-0.4759532
-0.7807504,-1.1338581,-0.3144207,-0.3483079
-1.1424135,-2.1311252,-90349.27,-0.29158053
-0.8099939,-1.2926685,-0.2426469,-0.7524198
