0,1,2,3,4,5,6,7,8,9,10
0.38260677,-0.194172,-0.34,-0.006410258,-0.59224516,0.3177513,0.18661971,-0.98011017,-0.12334799,-0.20992368,0.06666667
0.25490195,-0.31707317,-0.31,0.03846154,-0.5828643,0.25228328,0.17605634,-0.9794587,-0.12549806,-0.32824427,-0.053333282
0.38235295,-0.30487803,-0.24000001,0.071555845,-0.5816135,0.05882353,0.06690141,-0.9792612,-0.24669598,-0.3129771,0.21045771
0.35294116,-0.1812504,-0.30916992,0.07462609,-0.6124628,0.23529412,0.21394455,-0.97316957,-0.25991184,-0.3129771,0.0
0.2647059,-0.23983741,-0.5,-0.03205128,-0.5891182,0.05882353,0.024647888,-0.9589525,-0.21585901,-0.26335877,0.08000005
0.27450976,-0.24390244,-0.30276468,0.07454845,-0.58036274,0.029411765,0.038732395,-0.980426,-0.21145374,-0.29007635,0.2071078
0.11764708,-0.08536584,-0.47,0.077335745,-0.5953721,0.029411765,0.014084507,-0.9679262,-0.13850819,-0.26335877,0.2
0.18627451,-0.24796748,-0.49,-0.012820508,-0.58036274,0.26774454,0.08450704,-0.98184747,-0.16740091,-0.30152673,0.14666672
0.3137255,-0.19838251,-0.34451917,0.064102575,-0.58036274,0.36946684,0.25464925,-1.0790479,-0.14017797,-0.30152673,0.026666768
0.3213879,-0.12398374,-0.495,0.04487179,-0.58661664,0.6764706,0.29225352,-0.98102814,-0.15859024,-0.18285905,0.18666674
0.09803921,-0.17073567,-0.5,0.070512824,-0.5499983,0.28197828,0.1915063,-0.98094916,-0.12775327,-0.26717559,0.12000008
0.25490195,-0.35772356,-0.32999998,0.2051282,-0.59412134,0.0882353,0.18090531,-0.9798535,-0.12445543,-0.14885497,0.2
0.3254649,-0.19308944,-0.485,0.062272836,-0.57911193,0.25278836,0.17605634,-0.98034704,-0.16299564,-0.33206105,0.12000008
0.13725491,-0.24796748,-0.30790702,0.07638837,-0.59412134,0.029411765,0.0070422534,-0.98139334,-0.1718062,-0.30152673,0.14666672
0.25490195,-0.1777998,-0.255,0.04487179,-0.58036274,0.44117647,0.16901408,-0.95976233,-0.17621148,-0.22137405,-0.09333331
0.11764708,-0.18233158,-0.5,0.07589456,-0.61282724,0.0882353,0.056338027,-0.98074186,-0.12775327,-0.22528335,0.17333336
0.13725491,-0.22357723,-0.49,0.006410258,-0.5554715,0.22058824,0.06690141,-0.9814822,-0.16740091,-0.21101257,0.20181286
0.4437519,-0.34146342,-0.31080732,-0.012820508,-0.59912443,0.22058824,0.08802817,-0.9803865,-0.25991184,-0.2519084,0.1600001
0.23529412,-0.22357723,-0.3161327,0.090613596,-0.6288565,0.22058824,0.2265605,-0.9804951,-0.1361544,-0.2432066,-0.013333257
0.15686274,-0.22764227,-0.37,0.006410258,-0.5809881,0.16176471,0.20846015,-0.9813736,-0.21145374,-0.30916032,0.06666667
0.3921569,-0.22764227,-0.345,0.07440515,-0.57723576,0.19117647,0.13732395,-0.94525486,-0.27753305,-0.21351694,0.21023646
0.4411765,-0.30487803,-0.32999998,0.03205129,-0.5797373,0.04411765,0.03521127,-0.9804162,-0.25110126,-0.259542,0.1600001
0.40021354,-0.18936211,-0.33499998,0.07871784,-0.6376443,0.38235295,0.2267117,-0.99572426,-0.22907487,-0.24809161,0.23783813
0.4411765,-0.300813,-0.25,0.03205129,-0.57228637,0.05882353,0.02112676,-0.9452224,-0.22907487,-0.259542,0.29333344
0.127451,-0.17682926,-0.5,0.03846154,-0.5672295,0.29411766,0.18486102,-0.9806432,-0.12334799,-0.19286183,0.1600001
0.13725491,-0.17682926,-0.5,0.064601675,-0.57098186,0.25418326,0.18918863,-0.8951678,-0.17621148,-0.19184166,0.18849003
0.24509808,-0.10162601,-0.5,0.019230774,-0.58036274,0.11764706,0.08450704,-0.9806827,-0.13498244,-0.3167939,0.1921865
