0,1,2,3,4,5,6,7
-0.24867725,-0.27724025,-0.39664805,-0.39784947,-0.6666667,-0.5464481,-0.28199878,-0.3409994
-0.3968254,-0.47593582,-0.4022346,-0.4516129,-0.6734146,-0.55231476,-0.283237,-0.33958676
-0.1798942,-0.2406417,-0.48044693,-0.43548387,-0.6666667,-0.53939754,-0.27308506,-0.3330416
-0.3227513,-0.41176468,-0.37988827,-0.36207554,-0.6728506,-0.5464481,-0.28187737,-0.32
-0.37037036,-0.29261222,-0.45810056,-0.43010753,-0.6883353,-0.5464481,-0.28827044,-0.34683365
-0.2857143,-0.30256152,-0.32992876,-0.38494068,-0.7025012,-0.5788445,-0.29726222,-0.39
-0.33333334,-0.39572194,-0.36312848,-0.4139785,-0.6690771,-0.5466092,-0.2770651,-0.39
-0.3862434,-0.34759358,-0.39106146,-0.46774194,-0.6717238,-0.5464481,-0.28901735,-0.3388611
-0.29482067,-0.36363637,-0.42458102,-0.24731182,-0.6666667,-0.5481754,-0.28901735,-0.39
-0.33333334,-0.2566845,-0.4748603,-0.40860215,-0.6666667,-0.54541963,-0.26589593,-0.345
-0.33333334,-0.36898395,-0.39106146,-0.40860215,-0.6666667,-0.5464481,-0.2947977,-0.39
-0.2857143,-0.39037433,-0.32960892,-0.37634408,-0.6666667,-0.54541963,-0.30057803,-0.445
-0.22751322,-0.3368984,-0.31336513,-0.18817206,-0.67109793,-0.55051607,-0.3121387,-0.345
-0.31746033,-0.36363637,-0.32960892,-0.36004463,-0.6708627,-0.5464481,-0.23699424,-0.3395871
-0.35978836,-0.36363637,-0.37988827,-0.43548387,-0.666209,-0.5464481,-0.25433525,-0.39
-0.28325588,-0.26837558,-0.48044693,-0.3924731,-0.65779364,-0.53522456,-0.3236994,-0.39
-0.34391534,-0.42780748,-0.42458102,-0.41935483,-0.6666667,-0.5464481,-0.34104046,-0.315
-0.34391534,-0.35828876,-0.31452945,-0.4139785,-0.6666667,-0.5528734,-0.283237,-0.34086922
-0.34920636,-0.34759358,-0.36312848,-0.34829384,-0.6666667,-0.54120266,-0.30635837,-0.39
-0.2857143,-0.31016043,-0.38547486,-0.4516129,-0.6666667,-0.5481727,-0.2947977,-0.33734825
-0.34920636,-0.39037433,-0.43575418,-0.41935483,-0.6666667,-0.5384385,-0.27269775,-0.3326558
-0.1957672,-0.27093688,-0.4189944,-0.3480451,-0.6666667,-0.5464481,-0.30057803,-0.39
-0.35978836,-0.40106952,-0.46368715,-0.47311828,-0.6666667,-0.5464481,-0.28901735,-0.39
-0.4973545,-0.40106952,-0.42458102,-0.4892473,-0.6666667,-0.5464481,-0.26589593,-0.33540395
-0.37566137,-0.36363637,-0.42458102,-0.45698923,-0.6702165,-0.5464481,-0.2780933,-0.3369806
-0.42328042,-0.36898395,-0.37988827,-0.4139785,-0.6666667,-0.54541963,-0.283237,-0.34
-0.33862433,-0.4331551,-0.31659737,-0.36397806,-0.6666667,-0.55503774,-0.26589593,-0.365
-0.30687833,-0.32085562,-0.37988827,-0.44623655,-0.6666667,-0.5464481,-0.2947977,-0.315
-0.37037036,-0.28877005,-0.4189944,-0.43548387,-0.67125154,-0.5464481,-0.3699422,-0.33863685
-0.23280422,-0.27069575,-0.37988827,-0.38709676,-0.6587845,-0.5464481,-0.2707694,-0.39
-0.3809524,-0.27832815,-0.46368715,-0.4623656,-0.6700322,-0.5488941,-0.28901735,-0.39
-0.33862433,-0.27098632,-0.37988827,-0.30107528,-0.6666667,-0.5464481,-0.27528247,-0.39
-0.34920636,-0.37967914,-0.38547486,-0.43010753,-0.666209,-0.5464481,-0.28901735,-0.375
-0.26455027,-0.21925132,-0.45810056,-0.36021504,-0.66730994,-0.5464481,-0.27614608,-0.39
-0.3968254,-0.30481282,-0.38547486,-0.4408602,-0.666209,-0.5464481,-0.31791908,-0.42000002
-0.29915604,-0.36898395,-0.31598628,-0.43548387,-0.6745724,-0.55354005,-0.26589593,-0.34105557
-0.4074074,-0.4224599,-0.31284916,-0.32258064,-0.6666667,-0.54541963,-0.39306358,-0.42000002
-0.25925925,-0.37967914,-0.4134078,-0.4516129,-0.666209,-0.5464481,-0.27745664,-0.39
