0,1,2,3,4,5,6,7
0.54,0.5,0.9090908,0.26,0.061599463,0.061599463,0.52,0.22
0.26,0.38,0.9393938,0.184,0.061599463,0.061599463,0.48,0.244
0.438,0.419,0.33333328,0.2,0.061599463,0.061599463,0.505,0.22
0.31,0.44,0.9696968,0.23,0.061599463,0.061599463,0.51,0.191
0.52,0.53,0.73030293,0.201,0.061599463,0.061599463,0.5,0.22
0.35,0.46,0.8484848,0.15,0.061599463,0.061599463,0.488,0.229
0.53,0.456,0.39393938,0.192,0.061599463,0.061599463,0.49899998,0.27
0.52,0.46,0.39393938,0.2,0.061599463,0.061599463,0.51,0.25
0.32,0.32,0.9393938,0.18,0.061599463,0.061599463,0.48,0.248
0.55,0.53,0.80606055,0.29,0.061599463,0.061599463,0.48,0.22
0.32,0.435,0.8787878,0.15,0.061599463,0.061599463,0.475,0.22
0.46,0.33,0.7272726,0.22,0.061599463,0.061599463,0.41,0.244
0.46,0.41,0.84545445,0.1,0.061599463,0.061599463,0.48,0.22
0.54,0.42,0.60606056,0.16,0.061599463,0.061599463,0.52,0.22
0.49,0.45,1.0,0.204,0.061599463,0.061599463,0.384,0.22
0.496,0.46,0.9090908,0.199,0.061599463,0.061599463,0.51,0.22
0.44,0.5,0.7090908,0.24,0.061599463,0.061599463,0.48,0.22
0.54,0.49,0.8484848,0.2,0.061599463,0.061599463,0.52,0.22
0.56,0.44,0.90303016,0.19,0.061599463,0.061599463,0.496,0.22
0.36,0.52,0.50303024,0.228,0.061599463,0.061599463,0.52,0.22
0.38,0.5,0.48484847,0.26,0.061599463,0.061599463,0.43,0.22
0.389,0.462,0.57575756,0.28,0.061599463,0.061599463,0.466,0.22
0.41,0.46,0.7515151,0.08,0.061599463,0.061599463,0.51,0.28
0.51,0.55,0.84242415,0.18,0.061599463,0.061599463,0.5,0.236
0.51,0.48,0.75757563,0.29,0.061599463,0.061599463,0.48799998,0.22
0.46,0.446,1.0,0.25,0.061599463,0.061599463,0.46,0.22
0.49,0.326,0.6666666,0.177,0.061599463,0.061599463,0.36,0.22
0.429,0.37,0.98484844,0.237,0.061599463,0.061599463,0.4,0.14
0.47,0.5,0.84545445,0.19,0.061599463,0.061599463,0.456,0.22
0.24,0.41,0.78787863,0.16,0.061599463,0.061599463,0.51,0.25800002
0.51,0.53,0.9424242,0.14,0.061599463,0.061599463,0.51,0.22
0.37,0.53,0.73333323,0.19,0.061599463,0.061599463,0.42,0.22
0.32,0.49,0.9696968,0.28,0.061599463,0.061599463,0.5,0.219
0.55,0.5,0.9181817,0.115,0.061599463,0.061599463,0.49,0.22
0.47,0.46,1.0,0.11,0.061599463,0.061599463,0.47,0.22
0.24,0.25,0.9363635,0.28,0.061599463,0.061599463,0.51,0.11
0.32,0.45,0.54545444,0.14,0.061599463,0.061599463,0.45,0.22
0.371,0.55,0.9090908,0.26,0.061599463,0.061599463,0.52,0.22
0.4,0.56,0.9696968,0.15,0.061599463,0.061599463,0.49,0.22
0.379,0.415,0.6969696,0.26,0.061599463,0.061599463,0.484,0.22
0.5,0.5,0.9666666,0.23,0.061599463,0.061599463,0.35,0.11
0.37,0.42,0.9090908,0.11,0.061599463,0.061599463,0.485,0.22
0.36,0.24,0.8484848,0.16,0.061599463,0.061599463,0.51,0.22
0.43,0.478,0.9696968,0.16,0.061599463,0.061599463,0.48,0.22
0.45,0.48,0.88787866,0.189,0.061599463,0.061599463,0.47,0.22
0.475,0.449,0.9090908,0.29,0.061599463,0.061599463,0.52,0.21700001
0.45,0.43,0.8787878,0.25,0.061599463,0.061599463,0.47,0.22
0.33,0.49,0.75757563,0.22,0.061599463,0.061599463,0.486,0.229
0.51,0.39,0.7121211,0.19,0.061599463,0.061599463,0.47,0.22
0.34,0.25,0.8757575,0.28,0.061599463,0.061599463,0.51,0.258
0.383,0.46,0.42424238,0.15,0.061599463,0.061599463,0.489,0.22
0.49,0.49,0.9090908,0.29,0.061599463,0.061599463,0.52,0.214
0.35,0.56,0.42424238,0.28100002,0.061599463,0.061599463,0.51,0.25
0.46,0.14,0.45454547,0.21,0.061599463,0.061599463,0.5,0.25
0.4,0.437,0.8787878,0.16,0.061599463,0.061599463,0.51,0.22
0.43,0.437,0.42424238,0.19,0.061599463,0.061599463,0.498,0.237
0.48,0.37,0.45454547,0.24,0.061599463,0.061599463,0.49699998,0.24700001
0.53,0.44,0.9090908,0.14,0.061599463,0.061599463,0.511,0.22
0.47,0.56,0.75757563,0.14,0.061599463,0.061599463,0.51,0.22
0.55,0.46,0.9696968,0.11,0.061599463,0.061599463,0.52,0.242
0.439,0.38,0.7757575,0.208,0.061599463,0.061599463,0.44,0.21
0.44799998,0.4,0.83636355,0.18,0.061599463,0.061599463,0.48,0.22
0.45,0.27,0.84545445,0.232,0.061599463,0.061599463,0.52,0.18
0.4,0.45,0.721212,0.2,0.061599463,0.061599463,0.45,0.22
0.474,0.51,0.78787863,0.21,0.061599463,0.061599463,0.47,0.22
0.48,0.35,0.6363635,0.21,0.061599463,0.061599463,0.482,0.22
0.42,0.5,0.860606,0.13,0.061599463,0.061599463,0.49,0.22
0.4,0.3,0.86666656,0.13,0.061599463,0.061599463,0.46,0.22
0.19,0.16,0.9030302,0.157,0.061599463,0.061599463,0.49,0.21
0.449,0.493,0.51515144,0.27,0.061599463,0.061599463,0.49,0.22
0.57,0.53,0.9696968,0.185,0.061599463,0.061599463,0.49199998,0.22
0.429,0.37,0.98484844,0.237,0.061599463,0.061599463,0.4,0.14
0.41300002,0.356,0.42424238,0.27,0.061599463,0.061599463,0.44,0.22
0.45,0.41,0.8484848,0.14,0.061599463,0.061599463,0.487,0.223
0.447,0.52,0.8787878,0.26,0.061599463,0.061599463,0.51,0.225
0.51,0.5,1.0,0.11,0.061599463,0.061599463,0.466,0.22
0.41,0.46,0.87878776,0.19,0.061599463,0.061599463,0.471,0.27
0.487,0.467,0.8484848,0.23,0.061599463,0.061599463,0.46,0.22
0.493,0.502,0.9696968,0.13,0.061599463,0.061599463,0.491,0.22
0.44,0.433,0.45454547,0.16,0.061599463,0.061599463,0.52,0.22
0.45,0.53,0.78787863,0.227,0.061599463,0.061599463,0.5,0.27
0.44,0.33,0.74545443,0.16,0.061599463,0.061599463,0.49,0.22
0.56,0.43,1.0,0.16,0.061599463,0.061599463,0.5,0.22
0.5,0.45,0.8484848,0.15,0.061599463,0.061599463,0.449,0.227
0.38,0.438,0.9393938,0.14,0.061599463,0.061599463,0.473,0.22
0.448,0.42,0.78787863,0.16,0.061599463,0.061599463,0.52,0.22
0.48,0.48,0.87575746,0.18,0.061599463,0.061599463,0.48,0.22
0.37,0.435,0.8787878,0.22,0.061599463,0.061599463,0.47,0.22
0.43,0.475,0.9090908,0.171,0.061599463,0.061599463,0.48,0.22
0.35,0.21,0.98181814,0.201,0.061599463,0.061599463,0.13,0.01
0.46,0.48,0.51515144,0.22,0.061599463,0.061599463,0.39,0.242
0.48,0.43,0.7272726,0.17,0.061599463,0.061599463,0.48,0.225
0.47,0.4,0.6939393,0.19,0.061599463,0.061599463,0.52,0.245
0.527,0.475,0.7272726,0.29,0.061599463,0.061599463,0.51,0.22
0.54,0.48,0.6969696,0.08,0.061599463,0.061599463,0.52,0.27
0.57,0.4,0.9515151,0.3,0.061599463,0.061599463,0.48,0.11
0.397,0.3,0.61818177,0.12,0.061599463,0.061599463,0.49,0.27
0.51,0.45,0.9454545,0.25,0.061599463,0.061599463,0.47100002,0.22
0.48,0.39,0.8151514,0.23,0.061599463,0.061599463,0.477,0.22
